id,onstreet_spots,offstreet_spots
-620610855,17,13
-620610856#0,7,NA
-620610856#1,4,NA
-62106886#0,32,NA
-62106886#1,16,NA
-62106886#2,5,NA
-62106886#3,3,NA
-62114953,30,NA
-621489760,18,NA
-621717490,25,NA
-622087824,36,97
-62211374,30,NA
-62211375#0,8,NA
-62211375#1,5,NA
-62211376,30,NA
-62240975#0,14,NA
-62240975#1,21,NA
-62240975#2,40,14
-622614662,26,NA
-62276473,53,NA
-6227658#0,24,NA
-6227658#1,39,NA
-6229286,28,NA
-6229430,22,NA
-6229445,32,NA
-6229758,6,NA
-6229770,28,NA
-6229793#0,28,NA
-6229793#1,12,NA
-6229793#2,26,NA
-6229815,20,NA
-6229835,28,NA
-623178417,20,NA
-623178419#0,18,NA
-62363401,1,NA
-623949509,20,NA
-623949510#0,10,NA
-623949510#1,9,NA
-623949510#2,6,NA
-623949512,18,NA
-623949513#0,11,NA
-623949513#1,7,NA
-623949513#2,12,NA
-6239618,7,NA
-6239619,14,NA
-6240615,27,NA
-6241182,28,NA
-624179324,5,NA
-624197544#0,11,NA
-624250090,11,6
-624437763#1,2,NA
-624437764,3,NA
-62450093#0,27,NA
-62450093#1,32,NA
-62450093#2,24,NA
-62450093#3,13,NA
-6247948,12,55
-6247949,29,NA
-6247950,38,NA
-6247951,31,NA
-6247952,41,NA
-6247953,32,NA
-6247954,33,NA
-625376062,7,NA
-625647965#2,35,NA
-62599662,7,NA
-626001375,2,NA
-626013531,7,NA
-626336925#0,26,NA
-626336925#1,24,NA
-626400353,15,NA
-626420769,4,NA
-627210826,38,NA
-627318837,2,NA
-627318872#0,5,NA
-627318872#1,32,NA
-627318874,24,NA
-62745347,18,NA
-627528805,7,NA
-627545389,6,NA
-627560832,37,NA
-627563753#0,24,NA
-627563753#1,14,NA
-627590520,25,NA
-627779924#2,22,NA
-627779925,17,NA
-627779926#0,22,NA
-627779926#3,17,NA
-627779927,22,NA
-627779928,30,NA
-627779929,7,NA
-627779930,35,NA
-627779931,4,NA
-627826013,32,NA
-627841669,6,NA
-627841670,19,NA
-627841672,27,14
-627841674,22,17
-627841675#0,22,NA
-627841675#1,14,NA
-627841676,4,NA
-628063603#0,26,NA
-628063603#1,23,NA
-628063604#0,19,NA
-628063604#1,32,NA
-628078311,41,16
-628078317,4,NA
-628098441#0,4,NA
-628222562,11,NA
-628330888,5,NA
-628419615#2,48,NA
-628437467,18,NA
-628479530,37,NA
-628645897,8,NA
-628661978#0,26,NA
-628661978#1,11,NA
-628748763,21,NA
-628750424,27,NA
-628801266,36,50
-628808812,24,NA
-628862196,44,NA
-628906296,16,NA
-628906297,58,NA
-628906298#0,36,NA
-628906298#1,35,NA
-628959302,12,NA
-629269803#0,14,NA
-629269803#1,15,NA
-629652781#0,18,NA
-63013460,36,NA
-63013586,47,NA
-630214745,16,NA
-630214749,32,NA
-630217174,18,NA
-630217175,27,NA
-630230558,20,NA
-630243640#0,23,NA
-630243647,21,NA
-630312673,8,31
-630315639,13,NA
-630317784,20,NA
-63031918,15,NA
-630320136,4,NA
-630384597,14,2
-630842191,14,NA
-630842192,19,NA
-630842752,10,NA
-630987121#0,7,NA
-630987121#1,7,NA
-631069427,14,NA
-631069428,14,NA
-631069429,19,NA
-631069430,14,NA
-631069431#0,22,NA
-631069431#1,9,NA
-631069432,26,NA
-631078185,27,NA
-631078186#2,13,NA
-63124377#3,21,6
-631278611#1,6,NA
-631278611#2,14,NA
-631446882,10,NA
-631650123,8,NA
-631832659,21,NA
-631887361,4,NA
-631935042,14,NA
-632065761,13,NA
-632419093,6,NA
-633445964,5,NA
-633445965,9,NA
-633445967,6,NA
-633979226,13,NA
-633980328#0,8,NA
-633980329,71,NA
-634006104,13,NA
-634311609,4,NA
-634311610,12,NA
-634311611,52,NA
-636282260#0,20,NA
-636282260#1,16,NA
-636282260#10,15,NA
-636282260#11,19,NA
-636282260#2,17,NA
-636282260#3,15,NA
-636282260#4,15,NA
-636282260#5,19,NA
-636282260#6,15,NA
-636282260#7,14,NA
-636282260#8,15,NA
-636282260#9,16,NA
-636549244,10,NA
-636854504#0,26,NA
-636854504#1,27,NA
-637452565,47,NA
-637592833#2,82,307
-637592835#0,18,NA
-637592836,13,NA
-63832360#0,4,NA
-63832360#1,4,NA
-63832360#2,7,5
-63832360#3,10,NA
-63832360#6,9,NA
-63832363#0,17,NA
-63832363#1,9,NA
-63832363#2,16,NA
-63832365,54,NA
-638688891#0,41,NA
-638688891#1,26,NA
-638725892#0,55,NA
-638725892#1,24,NA
-638725892#2,24,NA
-638725892#3,18,NA
-638725892#4,17,NA
-638725892#6,38,NA
-63902883#0,11,NA
-63902883#1,4,NA
-63961509,10,NA
-639935469,17,NA
-640466944#2,31,35
-640531710,7,NA
-64089315,77,NA
-641022430,46,NA
-641657694,74,NA
-642829941#1,42,NA
-642829941#2,18,NA
-642924001,1,NA
-64359035,19,NA
-643718357,1,NA
-64383918,12,NA
-64455478,39,NA
-64455479,48,NA
-64455489,23,NA
-64455490#0,23,NA
-64455490#1,17,NA
-64455497#1,17,NA
-645183212,18,NA
-645183213,21,NA
-645994149,64,NA
-647375376,41,NA
-647375378,12,NA
-647375444,31,NA
-64772908,22,NA
-64781925,8,NA
-64781932#0,7,NA
-64781932#1,4,NA
-64781937,37,NA
-648467510#2,24,NA
-648467511,15,NA
-648807704#0,17,NA
-648807704#1,17,NA
-65040944#2,52,NA
-65040946,25,NA
-65040958#2,22,NA
-650917826#0,10,NA
-650917826#1,5,NA
-651401917,14,NA
-651401919,2,NA
-651781887,3,NA
-651781889,20,NA
-65413751#0,20,NA
-65413751#1,7,NA
-65413751#2,24,NA
-65413752,14,NA
-65416590,32,NA
-65425821,55,NA
-65425836,28,NA
-65425837,21,NA
-654334297,7,NA
-654334298,8,NA
-654334303,13,NA
-654334305,8,NA
-654334311#0,24,NA
-654334311#1,14,NA
-654334311#2,14,NA
-654334311#3,6,NA
-654441070,64,100
-65494672#0,5,15
-65494672#1,13,NA
-65494672#2,24,NA
-655199844,10,NA
-655236509,48,NA
-65538633,20,NA
-65572128,10,NA
-656894238#0,51,NA
-656894238#1,9,NA
-65706693#2,33,NA
-657069033#0,2,196
-657069033#1,2,NA
-65707578#0,18,22
-65707578#2,23,NA
-657255429#2,36,42
-657333283,50,NA
-65744589,39,NA
-658716832,37,NA
-659354932,4,NA
-65937107#0,63,NA
-65937107#1,30,NA
-65937111,10,NA
-659768152,44,NA
-659768153,27,NA
-659768154#0,26,NA
-659768154#1,8,NA
-66071370,17,NA
-66071383#12,44,NA
-66071383#2,26,NA
-66071383#4,65,13
-66071383#7,29,NA
-66071387#0,25,NA
-66071387#1,25,NA
-66071387#2,39,NA
-66071387#3,25,NA
-660944902,25,NA
-662410987#0,12,NA
-662410987#1,13,NA
-662410987#2,26,NA
-66285900#2,50,NA
-662898872#0,11,NA
-662898872#1,44,27
-662900857#0,16,NA
-662900857#1,3,NA
-663013125,16,NA
-663861522#0,31,NA
-663861522#1,10,NA
-663861523,21,NA
-664429330,6,NA
-664568614#2,8,NA
-664627929,20,35
-66514425,54,64
-66514458#2,6,NA
-66514458#5,6,NA
-66514471#2,20,NA
-66514476#2,6,NA
-66514478,12,NA
-665160275,18,NA
-665241888,39,NA
-665666063,34,NA
-665666064,4,NA
-665666065#0,15,NA
-665666065#1,9,NA
-665666065#2,31,NA
-665666066,18,NA
-666012794,11,NA
-666455205,47,NA
-666708044,5,NA
-66861332,26,47
-669052265#0,14,NA
-669052265#1,12,NA
-669433184,51,143
-669453247,8,NA
-670961434#0,22,NA
-670961434#1,13,NA
-670961434#2,7,NA
-67099789#2,13,NA
-671101960,26,NA
-671122316#0,8,NA
-671122316#1,4,NA
-671122316#2,4,NA
-671403217,16,NA
-67153417,12,NA
-672144104#0,1,NA
-672327799#0,7,NA
-672327799#1,6,NA
-672327799#2,13,NA
-672327799#3,19,NA
-672327799#4,20,NA
-672673511#0,18,NA
-672673511#1,15,NA
-672673511#2,27,NA
-672673514,13,NA
-672673515#0,7,NA
-672673515#1,1,NA
-673529517,19,NA
-673529518#0,70,NA
-67354781#0,28,NA
-67354781#1,33,NA
-673699625,10,NA
-673699626,10,NA
-673699627,3,NA
-673699628#0,1,NA
-673699628#1,8,NA
-673699629,9,NA
-673699630,2,NA
-673834382,28,NA
-674150393,29,NA
-674215365,2,NA
-674246444#1,12,NA
-674405063,8,NA
-67524735,30,NA
-67553868#2,31,NA
-67557767,7,NA
-676099641,1,NA
-676251258,50,NA
-67627347,23,NA
-67627353,23,NA
-676416485,2,NA
-676416487,12,NA
-67692676#0,14,NA
-67692676#1,13,NA
-67692676#2,26,NA
-677435912#0,26,NA
-677435912#1,22,NA
-677435912#2,19,NA
-677435912#3,44,7
-678393123#2,6,NA
-679018417#0,37,23
-679018417#1,20,NA
-679028112,25,NA
-679136446,12,NA
-680104623,13,NA
-680392622,18,NA
-680392623#1,42,NA
-680392624,25,NA
-680583160#0,18,NA
-680583160#1,35,NA
-680583160#2,19,NA
-680892887#0,6,NA
-680892887#1,12,NA
-680892893#0,23,NA
-680892893#1,15,NA
-680892893#2,8,NA
-681181176#0,17,NA
-681181176#1,14,NA
-68135997#2,34,NA
-68196159,8,NA
-682043331,47,NA
-68210285,14,6
-68294891,10,NA
-68339346#0,40,NA
-68339346#1,24,NA
-683461672#2,68,NA
-683513744#0,3,NA
-683513744#2,4,NA
-683619050,6,NA
-684019402,6,NA
-684189902,32,4
-68455990,12,42
-68455992,36,22
-684938056,24,NA
-684938057#0,13,NA
-684938057#1,13,NA
-685111949,14,NA
-685145008#0,47,NA
-685145008#1,15,NA
-685219006,22,NA
-685332511,38,NA
-685610358#0,10,NA
-685610358#1,21,NA
-68576795#3,23,NA
-68576795#4,16,NA
-68576795#7,11,NA
-685856483,7,NA
-685934094,8,NA
-686166392,22,6
-686305631,5,NA
-686461870,3,NA
-686641017,4,NA
-686796477#0,14,NA
-686796477#1,6,NA
-686963620,27,NA
-686963621,21,NA
-687203594#2,49,NA
-687203594#3,11,NA
-687203594#4,28,NA
-687203594#5,14,NA
-687428747,28,NA
-687656245,18,NA
-688010954,8,NA
-688010973#0,27,NA
-688010973#1,4,NA
-688010973#2,41,NA
-688087509,1,NA
-688106255,6,NA
-688181267,31,NA
-688423047#0,19,NA
-688671074,31,40
-688840438#0,17,NA
-688840438#1,17,NA
-688840438#2,17,NA
-688840438#3,17,NA
-689248318,4,NA
-689504454,18,NA
-689605589,3,NA
-690048313#0,22,NA
-690048313#1,19,NA
-690048313#2,20,NA
-690048313#3,17,NA
-690048314#0,21,NA
-690048314#1,2,NA
-690519970#0,20,NA
-690519970#1,20,NA
-690519970#2,34,NA
-690519971#0,19,NA
-690519971#1,7,NA
-690519972,28,NA
-690519973#0,32,NA
-690519973#1,23,NA
-690519974,35,NA
-690566222,13,NA
-690566229,11,NA
-690708061#0,14,NA
-690708061#1,18,NA
-690708061#2,16,NA
-690708061#3,8,NA
-691039631,21,36
-691098328,15,NA
-691112779,16,NA
-691113890,9,NA
-691184263,18,NA
-691271975,5,NA
-69166131,10,NA
-69166165,15,NA
-69166170,17,NA
-69166206,31,NA
-69166212,8,NA
-692426485,19,NA
-69245893,9,NA
-69245897#0,10,NA
-69245897#1,4,NA
-692480574,105,33
-6926776#2,134,NA
-693195982,35,5
-693195983#0,25,NA
-693195983#1,14,NA
-693195987,41,NA
-693273453,21,9
-693273454#2,36,NA
-693612362,19,NA
-69409262,35,NA
-69414397,20,NA
-694260434,33,NA
-694482958,10,NA
-694526969#0,23,NA
-694526969#2,4,NA
-694526969#3,1,NA
-694526969#4,3,NA
-694526969#5,1,NA
-694526969#6,3,NA
-694526969#7,1,NA
-694526969#8,14,NA
-694626562,13,NA
-694745015,6,NA
-694970798,8,NA
-695025787,11,NA
-69554067,290,132
-69557896#0,46,NA
-69557896#1,12,NA
-69559623,17,NA
-69607720#0,29,NA
-69607720#1,12,NA
-69607720#2,12,NA
-69607727,21,NA
-696250737,40,NA
-696250738,46,NA
-696354580#0,45,NA
-696732556,24,NA
-696734566#0,13,85
-696734566#1,13,NA
-69720502#0,34,NA
-69720502#1,46,NA
-69755075,6,NA
-697874454,12,NA
-69873799#2,5,NA
-699063903#0,7,NA
-699063903#1,20,NA
-69923034#0,51,NA
-69923034#1,13,NA
-69923058,11,NA
-69923171,12,NA
-69992969,28,NA
-69992971,19,NA
-69992975#0,34,23
-69992975#1,13,NA
-699945301#0,35,NA
-699945301#1,11,NA
-699945301#2,16,NA
-699945301#3,46,NA
-699945301#5,41,NA
-699976159#0,17,NA
-699976159#1,20,NA
-700034140#0,42,NA
-700034140#1,38,NA
-700690345,26,NA
-700691319,13,NA
-700691320#1,32,NA
-700727716,39,NA
-700727717,16,NA
-700727718#1,23,NA
-701301673,18,NA
-70130289#2,13,NA
-70130293,21,NA
-70130323,12,NA
-701460341,20,NA
-701460342#0,1,NA
-701460342#1,16,NA
-701460342#2,3,NA
-70163731,23,NA
-70186570,10,29
-701974653,14,NA
-702265310#0,8,NA
-702310759,14,NA
-702310761#0,26,NA
-702310761#1,20,NA
-702310763,17,NA
-702310768,15,NA
-702310769#0,35,NA
-702310769#1,23,NA
-702310770,28,NA
-702310771,18,NA
-702312691#0,21,NA
-702312691#1,9,NA
-702312691#2,24,NA
-702312691#3,11,NA
-702312693,3,NA
-702312695,1,NA
-702312696#1,17,NA
-702380104,6,NA
-70251567#2,20,NA
-702911566,14,NA
-702911569,9,NA
-703160438,3,NA
-703332876,2,NA
-703332878,2,NA
-703332879,2,NA
-703963597,20,NA
-703963598#0,5,NA
-703963598#1,13,NA
-70415298#0,16,NA
-70415298#1,27,19
-704271135#2,117,NA
-705182549,0,NA
-705182550,11,NA
-705182551,2,NA
-705212990,5,7
-705212991,3,NA
-705212992,3,NA
-70532932,16,NA
-70532933,5,NA
-706194160,5,NA
-706814056,8,NA
-706900588,1,NA
-706900589,1,NA
-707597219#0,6,NA
-707597219#1,5,NA
-707597219#2,3,NA
-708651567#0,13,NA
-708651567#1,12,NA
-708910290#0,19,NA
-708910290#1,18,NA
-708910291,9,NA
-709880057,2,NA
-709880059#1,5,NA
-709880059#2,3,NA
-710342473,38,NA
-710346882#0,23,NA
-710346882#1,14,NA
-71089566,30,NA
-71135065,5,NA
-71135066,14,NA
-71165512,60,NA
-711722468,7,NA
-71233042,30,NA
-71233084#2,13,NA
-71233084#3,9,NA
-712603180,26,NA
-712603181#0,8,NA
-712603181#1,32,NA
-712603181#2,10,NA
-712603182,4,NA
-71282548,71,NA
-713717690,5,NA
-713725656#0,23,NA
-713725659#2,27,NA
-713731455,2,NA
-714067249#0,35,NA
-714073113,15,NA
-714475175,30,NA
-714512465,50,NA
-714748342#0,5,NA
-714748342#1,2,NA
-714777374,3,NA
-715117464#0,22,NA
-715117465,48,NA
-71527200,16,NA
-71527202,7,76
-71527205,47,10
-715711017,28,NA
-71595983#0,42,NA
-71595983#1,36,NA
-71596020#0,8,NA
-71596020#1,6,NA
-71596023#0,12,NA
-71596023#1,7,NA
-71596023#2,9,NA
-71596023#3,15,NA
-71596023#4,11,NA
-71596027#0,42,NA
-71596045,14,NA
-717177007#0,29,NA
-717177007#1,22,NA
-71746014#1,9,NA
-717478446#0,30,NA
-717478446#1,8,NA
-717478446#2,30,27
-717490209,25,NA
-71834345#0,41,NA
-71834345#1,7,NA
-71834345#2,28,NA
-71834345#3,13,NA
-718353024,5,NA
-718428120#0,26,NA
-718428120#1,25,NA
-718428120#4,8,NA
-718428121#2,48,69
-718428123#0,15,NA
-718428123#1,22,NA
-718428124#0,62,NA
-718428124#1,30,NA
-718428125#2,23,NA
-718428125#3,17,NA
-718428125#4,14,NA
-718428125#5,17,NA
-718428125#6,10,NA
-718428125#7,10,NA
-718428125#8,13,NA
-718428126#1,33,10
-718428126#2,32,NA
-718428126#5,32,NA
-718428127#1,42,NA
-718428132#1,20,NA
-718428132#12,12,NA
-718428132#4,18,NA
-718428132#8,19,NA
-718428132#9,15,NA
-718428133#0,19,NA
-718428133#1,10,NA
-718428134,26,NA
-718428135#0,6,NA
-718428135#1,9,NA
-718428137#0,30,NA
-718428137#1,2,NA
-718428139,16,NA
-718428142#0,8,NA
-718428142#3,13,NA
-71880794,8,NA
-718809951,33,NA
-718809953,1005,46
-718809955,26,NA
-71881304,17,NA
-71881313,66,NA
-71882012#2,36,NA
-719023967,39,NA
-719023971,9,NA
-71960510,34,NA
-71960536,64,202
-71960546#0,10,NA
-71960546#1,14,NA
-71960563,12,NA
-71960633#0,16,NA
-71960633#1,11,NA
-71960638,32,NA
-71960642#0,12,NA
-71960642#1,17,NA
-71960642#2,25,NA
-71960666,6,NA
-71960670,31,NA
-720197826,32,NA
-720747084,10,NA
-72077894,4,NA
-72077910,12,NA
-720804753,21,NA
-720865935,10,NA
-720895631#1,4,NA
-721224048,13,NA
-72134579,19,NA
-72136520,5,NA
-721571914,1,NA
-721673747#0,5,NA
-721675452#0,29,NA
-721678160,3,NA
-721729572,63,NA
-72175202,2,NA
-72175227#0,21,NA
-72175227#1,20,NA
-72175236#0,15,NA
-72175236#1,18,NA
-721757930,3,NA
-721784634,31,NA
-721813108#0,2,NA
-721899549,5,NA
-722013098,22,NA
-722013115,28,32
-722013169#1,17,NA
-722013169#5,27,NA
-722014546#0,11,NA
-722305606,11,NA
-722338483,25,NA
-722717971,19,NA
-723263114,40,NA
-723688477,11,NA
-723757291#0,33,NA
-723757291#1,21,NA
-723757291#2,14,NA
-723757292,7,NA
-723757293,7,NA
-72442767,62,49
-72472106,25,NA
-724725453,34,NA
-725174866,17,NA
-725366748,7,NA
-725376312,24,NA
-725443650,39,NA
-725874405,114,64
-72617788,2,NA
-72667401,16,NA
-72667409,15,NA
-72678523,2,196
-727049333,27,NA
-727189420,8,3
-727278709,36,NA
-727313945#0,5,NA
-727313945#1,9,NA
-727581625,35,81
-72852443,18,NA
-728852861,29,NA
-728852862#0,18,NA
-728950337,4,NA
-728950338,5,NA
-728992182,5,NA
-729324149,32,NA
-729397316#1,9,NA
-72984394,32,NA
-729923321,38,NA
-730090577#0,10,NA
-730090577#1,3,NA
-73044538,4,NA
-73057253,11,22
-73058506#0,3,NA
-73058506#1,54,NA
-730823152,15,NA
-731824586,3,NA
-732197508,17,11
-732266391,51,144
-73283080,23,NA
-73310497#2,15,NA
-73310499#0,23,NA
-73310499#1,2,NA
-73310501#0,27,NA
-73310501#3,26,NA
-73310502#2,11,NA
-733106599,16,NA
-734004873,40,NA
-734190410,7,NA
-734296033,12,NA
-734578686,6,NA
-735400835,22,NA
-73673070#0,12,NA
-73673070#1,44,NA
-73673070#2,27,NA
-73673070#3,15,NA
-73682384#0,23,NA
-73682384#1,25,NA
-73682399,36,NA
-739122979,18,NA
-74049543,36,NA
-740538839,15,NA
-740635748,17,NA
-74070176,10,NA
-740848375,28,NA
-74098739#0,27,NA
-74098739#1,8,NA
-741106135,17,NA
-741106137,17,NA
-741106138,12,248
-74153956,17,NA
-74153964,5,NA
-741661400,8,NA
-741661401,5,NA
-742839663,20,NA
-743631784,12,NA
-744233528#1,42,18
-744233528#2,9,NA
-744233909#0,19,NA
-744696593,3,NA
-744938428#0,44,NA
-744938428#1,13,NA
-745642555,4,NA
-746589387,32,NA
-746589388,6,NA
-746642315,56,NA
-747291566,13,NA
-747773424,3,NA
-74868383#0,8,NA
-74868383#1,18,NA
-749235641#2,18,NA
-749235663#0,26,NA
-749235663#1,27,NA
-749235663#2,22,NA
-749235664,27,NA
-749355854,11,NA
-749355855,8,NA
-749896513,66,NA
-749896515,2,NA
-749942396,7,NA
-749942397,6,NA
-750020981#2,11,NA
-750020984,36,11
-750204886,10,NA
-750303643,18,NA
-750306173,13,NA
-750602547,3,NA
-75066614,46,8
-751013780,13,NA
-751013781,8,NA
-751353892,57,6
-751450811,2,NA
-751450812,21,NA
-751450813#1,14,NA
-751450813#2,12,NA
-751450814,14,NA
-751450815#0,11,60
-751450815#1,6,NA
-751450816,8,NA
-751595929#2,8,NA
-751604617,3,NA
-751604618,2,NA
-751604619#0,11,NA
-751604619#1,12,NA
-751726576,32,NA
-751726578,13,NA
-751726579,43,NA
-751820562#2,10,NA
-752226443,8,NA
-75245742,4,NA
-752856111,18,NA
-752856112#0,7,NA
-752856112#1,11,NA
-752856112#3,3,NA
-753151334,3,NA
-753151335,1,NA
-753558432,49,NA
-753600446,14,NA
-753730624#0,19,NA
-753730624#1,22,NA
-754272136,6,NA
-754567008,17,NA
-75509950#0,17,NA
-75509950#1,25,NA
-755340907#2,9,NA
-755946170,40,NA
-756776166,3,NA
-75743336#1,13,NA
-757433440#0,12,NA
-758598908,20,6
-758601425,18,NA
-758601427#0,25,NA
-758601427#1,35,NA
-758602674#0,32,NA
-758607919,38,NA
-758607921#0,26,NA
-758607921#1,9,NA
-758607922,26,NA
-758607930,31,NA
-758607936,21,NA
-758607937,65,NA
-758607938#2,22,NA
-758607939#0,20,NA
-758607939#1,20,NA
-758672646#0,24,NA
-758672646#1,33,NA
-75909822#0,40,8
-759397216#0,5,NA
-759397216#1,5,NA
-759407795,185,71
-759505898,9,NA
-759505899#0,5,NA
-759505899#1,5,NA
-759505900#0,7,NA
-759505900#1,1,NA
-759505901,5,NA
-759539578,18,NA
-760009507,36,NA
-760126175#0,4,NA
-760126176,9,NA
-76035216,32,15
-760410928,3,NA
-760410929,11,NA
-7606110,15,17
-76064231#0,9,NA
-76064231#1,6,NA
-76064231#2,1,NA
-7607327,10,NA
-761186109,13,NA
-761338628#0,15,7
-761338628#1,37,NA
-761338631#0,19,NA
-761338631#1,18,NA
-761344043,4,NA
-761344044,30,NA
-761344054,27,NA
-7617142,25,77
-7617255#0,33,NA
-7617255#1,64,NA
-7617336#0,14,NA
-7617392#0,16,NA
-7617392#1,19,NA
-7617511#0,12,NA
-7617511#2,13,NA
-7617511#3,16,NA
-7617511#4,17,NA
-7617511#5,12,NA
-7618304#0,10,NA
-7619035,22,NA
-7620488#0,16,NA
-7620488#1,5,NA
-7620920,30,NA
-76229615,18,NA
-76236116#0,43,21
-76236116#1,11,NA
-76236116#2,13,NA
-76236116#3,14,NA
-76236116#4,14,NA
-76237016#0,6,NA
-76237016#1,7,NA
-762566715,23,8
-76259561,11,NA
-7626019#1,24,NA
-762925071,2,NA
-762951890#0,24,NA
-762951890#2,14,NA
-7631009,16,NA
-763475704,9,NA
-763475705#0,4,NA
-763475705#1,48,NA
-763475705#2,15,NA
-763475705#3,14,NA
-763475706#0,14,NA
-763475706#1,14,NA
-763475707#0,12,NA
-763475707#1,9,NA
-763475708#0,9,NA
-763475708#1,25,5
-763475708#2,27,NA
-763475708#3,9,NA
-764022362#0,19,NA
-764420386#0,14,NA
-764420386#1,2,NA
-764420386#2,17,NA
-766001206,6,NA
-766173531,8,NA
-766500497#0,3,NA
-766500497#1,8,NA
-768123299#0,105,NA
-768123299#1,16,NA
-7701967#0,6,NA
-7701967#1,2,NA
-7702623#0,9,NA
-7702623#1,16,NA
-7702745#0,29,254
-7702745#1,11,NA
-7702745#2,33,126
-7702838,64,52
-7703118,29,NA
-7703443#0,8,NA
-7703443#1,8,NA
-77034461,24,NA
-7703591,18,NA
-7703659,54,NA
-7703717#0,20,NA
-7703717#1,5,NA
-7703927#0,44,NA
-7703927#1,27,NA
-7704019,51,NA
-7704113#0,20,NA
-7704189#0,19,NA
-7704408,32,NA
-7704436,32,NA
-7704441,20,NA
-7704517,4,NA
-7704559#0,6,NA
-7704559#1,12,NA
-7704559#2,8,NA
-7704608#0,19,NA
-7704608#1,17,NA
-7704760,60,NA
-7704840,32,NA
-7705194,11,NA
-7705328,12,NA
-7705442,4,NA
-7706099#0,7,NA
-7706099#1,4,NA
-7706099#2,8,NA
-7706099#3,9,NA
-7706099#4,23,NA
-7706123,62,NA
-7706224#0,33,NA
-7706224#1,13,NA
-770727437,6,NA
-770727438,6,NA
-77096576,30,NA
-77096578#0,33,NA
-77096578#1,22,NA
-77098244,16,NA
-771241479,85,133
-7729029,9,NA
-7729031,8,NA
-77348147,2,NA
-773599671#0,22,NA
-7736487,8,NA
-77382528#0,26,NA
-77382528#1,20,NA
-77386772,16,NA
-7738787#0,27,NA
-7738787#1,17,NA
-7739049#0,23,NA
-7739049#1,32,NA
-7739049#2,12,NA
-7739049#3,16,NA
-7739049#5,8,NA
-7739224,28,NA
-7739788,48,NA
-7739789#0,4,NA
-7739789#1,3,NA
-7739789#2,19,NA
-7739789#3,21,NA
-7739794#0,18,NA
-7739794#2,7,NA
-7739794#3,30,53
-7739800,32,NA
-7740303,11,NA
-7740381#0,45,NA
-7740381#1,41,NA
-7740513#0,16,NA
-7740513#1,21,NA
-7740513#2,22,NA
-7740556,18,NA
-77503429,136,NA
-775069623,30,40
-77508179#0,5,NA
-77508179#1,19,NA
-77508179#2,5,NA
-775625717,29,2
-776093907#2,26,NA
-776093907#3,20,16
-77609730,47,NA
-777345614,35,NA
-777345629#0,46,NA
-777767941,10,NA
-778077708,93,NA
-778077709,70,NA
-778077710,161,NA
-778077711,73,NA
-778348344,1,NA
-778348345,9,NA
-778348347,18,NA
-778348348,1,NA
-778348349,8,NA
-778654453,1,NA
-778654454,12,NA
-778654456,18,NA
-77906096#0,12,NA
-77906096#1,12,NA
-779303216,4,NA
-779833137#0,37,NA
-779833137#1,23,NA
-781573568,23,NA
-78176663#2,12,NA
-782211752,20,NA
-782822224,18,NA
-782822232#0,69,NA
-782822234#2,13,NA
-783357897,22,NA
-783357898,6,NA
-78353086,8,NA
-78353088,8,NA
-783665216,13,NA
-78376720,39,NA
-784391565,83,82
-785006329,1,NA
-785006330,100,15
-785350777,2,NA
-785350778,2,NA
-785350779,19,NA
-785350780,11,NA
-785350791#2,33,NA
-785350819,45,NA
-785360431,8,NA
-785567932#0,39,55
-785567932#1,6,NA
-785567933,15,NA
-785567935#0,14,NA
-785567935#3,15,NA
-785567938,68,55
-78578852,6,NA
-786323858#2,34,NA
-786427326,1,NA
-789402006,2,NA
-790242202,37,NA
-791027230,152,25
-79131659#0,55,NA
-79131659#1,28,NA
-79131659#2,1,NA
-79131659#3,22,NA
-7913573,66,32
-7917219,18,NA
-792643945,5,NA
-792643947#0,8,NA
-792643947#1,11,NA
-792643947#2,22,NA
-792643947#3,14,NA
-79264484#0,26,NA
-793150994,46,NA
-793150995#2,15,NA
-793161547,49,6
-793221714#0,8,NA
-793221714#1,26,NA
-793221715#0,19,NA
-793221715#1,19,NA
-793361251,5,NA
-793444702,4,NA
-79386008#2,10,NA
-79386019,8,19
-79426218#2,34,9
-794278029,24,NA
-794782644,38,NA
-794782645#0,19,NA
-794782645#1,20,NA
-794782645#2,20,10
-795574342,24,NA
-796244040#0,32,54
-796470417#0,11,NA
-796470418,12,NA
-796470422#0,37,NA
-796470424,10,NA
-79650605,26,20
-796563235#0,29,NA
-796563235#1,2,NA
-796898489,13,NA
-79701272#0,47,37
-79701272#2,26,NA
-797679668,58,NA
-797787879,40,NA
-797787880#0,24,4
-797787880#1,19,20
-797792804#0,29,14
-797792804#1,12,NA
-7989958,19,NA
-7989960,27,NA
-7989962,17,11
-799128094#0,2,NA
-799128094#1,2,NA
-799202208#0,15,NA
-799202208#1,10,5
-799202208#2,14,3
-799402618,22,NA
-7997454,11,NA
-7997456#0,22,NA
-7997456#1,17,NA
-7997456#2,20,NA
-7997456#3,20,NA
-7997671#0,10,NA
-7997671#1,14,NA
-7997671#2,16,NA
-7997674,15,47
-7997677,15,NA
-7997682#0,15,NA
-7997682#2,13,NA
-7997696#0,19,NA
-7997736,18,NA
-7997742#0,18,NA
-7997742#1,5,NA
-7997742#2,14,NA
-7997742#3,4,NA
-7998058#0,4,NA
-7998058#1,10,NA
-7998201,28,NA
-7998214#0,22,NA
-7998214#2,18,NA
