id,offstreet_spots
-874650461#3,7
-8752808#3,21
-87687993#2,221
-87719965#0,16
-878343305#1,18
-879283064#1,176
-879338195,353
-879462302,53
-879921851,5
-881308807,20
-881598757#0,10
-88416594,196
-88479049,193
-886443882#1,9
-886496546,121
-8873656#0,65
-887514122,80
-8886177#0,8
-889753089#0,9
-890736528,7
-890911547,12
-891225244#0,153
-89185407#2,22
-894555414,17
-89562563,338
-900014245#3,32
-9027328#1,41
-9027972#0,48
-9028861#0,89
-9028861#1,47
-9029357#0,12
-9029666#0,42
-9029666#1,38
-9029894#0,53
-903119451#0,8
-909225672,67
-909291874#0,22
-90966908,64
-91218505,44
-914442411,29
-916158428,14
-9161732#1,7
-918851868,54
-9188885#0,14
-919312584#0,61
-92016886,27
-9227011,1
-922804264,243
-925006200,100
-925189367,5
-926104008,2
-927254775,25
-928653205,7
-928653206#2,15
-928805524,219
-928877897#2,51
-931247567,46
-931709659,25
-93221335,212
-935684025,15
-939734035,90
-940252568#0,24
-942631756,55
-942885485#1,61
-946004039#3,31
-946005913,121
-946438665,4
-947014753#0,5
-947039861,32
-947307092#0,14
-949515802,210
-949605667#2,74
-949605667#3,12
-949912942,49
-951429669,4
-951494194,24
-951750035#0,18
-951803955,6
-952617537,35
-9536456#0,9
-953711243#0,46
-954022219,20
-9562637#1,29
-958268190,45
-95926536#2,25
-9610485#2,139
-961067081,21
-962261271#0,35
-962261271#3,293
-962936966,10
-963909765,85
-964589591,4
-965375516,85
-966685275,161
-966685276,89
-967690964,5
-968087005#1,57
-969212949,198
-969524322#1,80
-969888436#3,7
-9703377,23
-97087347#2,135
-970927982,5
-974093059#1,520
-974196087,137
-974592529,147
-975295127,17
-975440489,16
-975447064,12
-975759018,167
-976829027,12
-977526685#0,27
-978269804,11
-978948745,98
-9794939,58
-979807077#2,16
-979949692,138
-980178508,9
-981973152,134
-981973160#2,28
-981973170,9
-98340714#2,389
-98410015#1,5
-98410017,362
-985049402#0,8
-985567850,148
-9858719,2
-986098313,24
-986098317#0,140
-987011163,21
-987011164,9
-987032897,96
-987920704,20
-98860093#1,16
-9896670#1,9
-9896735#0,29
-9896750,34
-9897271#0,81
-9897271#1,21
-9897283#1,56
-989737330,3
-989737334,22
-989870961,250
-98996700,59
-991150463,19
-991984980,24
-991998632,40
-992395262,26
-9931927#0,43
-9932085#1,28
-9932309,30
-9932925#2,1400
-9933012#0,38
-9933012#1,52
-9933148#2,30
-9934132#1,65
-9934132#2,20
-9934133,24
-9934288,10
-993895128,3
-995462178#2,107
-996365502,25
-99729383#0,14
-998258837,6
-998258847,4
1000268036,6
1000303428,29
1000365270,5
1000655619,5
100100954#0,30
1001050461#2,111
1001828860,14
1001886268#0,7
1001891257#0,13
1002151924,43
1002238496#1,12
1002238499,12
1002385119,104
1002805694,22
1002819153,62
1002890687,361
1002890692#2,36
1003042911#0,72
1003191667#1,49
1003269942,56
10039499,19
1004875835#1,43
1004914192#1,33
1004914205#1,93
1004916654,287
1004930483,5
1005072376,125
1005426176,9
1005461119#1,30
1006750198,36
1006784430,44
1006838225,66
1006838226,8
1006844394,194
100832885#5,5
1008836421#1,90
1009152567#3,7
1009387126#1,48
1009387144,13
1009387184#0,31
10098778#0,105
10098785#3,26
1010328229#0,14
1010468668#0,36
1010468669#0,42
1010818626#0,7
1012346274#0,4
101290092,37
101290094#3,4
101290094#4,9
101290099,30
101290100#1,9
1013331265,4
1013489629,24
1013626045,76
1015320750#1,105
1015444369#0,20
1016866186#0,73
1016866187,11
1016866197,16
1016866199#0,7
1017170775,12
1017579518#1,14
1017767538#0,76
1018884650,21
1018900664#0,4
1018920753,20
1019726738,6
1021876134#1,340
1022434818,68
1022434821#0,30
1022434821#3,270
1023945663,83
1024040655#0,47
1024043831,7
102486213,97
102527800,5
1025418561,18
1026693408,18
10271175,9
1028143972,44
1028649445,134
1029206129#1,180
1029434234,8
1029435691,93
1030698965,12
1030700873,62
10307238#0,12
10307356#0,101
1030929841,271
103096147#2,51
103141587#3,10
1031696076#2,14
1031838777,18
1032351178#3,43
1032944862,30
1033550896,5
103385575,11
103406017#0,28
103453514#0,34
103453524#0,102
1034552986#1,51
1034552987,9
103499522#2,6
103502694#1,20
103502697#0,33
1035748923,111
1035909479#3,17
1035933671#4,155
1035933684#1,39
1036050868,4
1036246986#1,96
103625183,79
103626651,80
103633379#3,45
1036530810#1,57
1036709237#0,12
1038272616#4,16
103844052,42
103844062#1,64
1039459283,8
1040724111,9
1040930909,600
1040934262,85
10416383,64
1041675570,74
1041682298,38
10422407#1,31
10422536#4,80
104229972,65
1042324563,12
1042450101,9
104298880#1,47
1044276065,30
1044393271,13
1044598053,83
1044811486#0,41
1044819397,53
1044820084,24
1047414364,15
104819359#0,49
1050034277,13
1050518022,46
1050528981,38
1050686766,15
1050825903#1,85
1050825904#1,64
1051375206#1,10
1051769792,9
1051828652,5
1052422196,183
1052422199#2,400
1052527295#1,32
1052973717#0,35
105430190,224
1054376581,93
1054644312,29
1054723332,7
1054972930#0,333
1055085393,11
105518285,15
1055414211,131
10559163#4,10
1056194775,45
10564869#0,19
1056612571#0,20
1056612845#0,48
1056615867#1,23
1056631475#1,35
1056708081#3,33
1057064720#3,199
1057138146#0,446
1057183596#0,22
1057185106#0,15
1057192512#2,78
1057209130#0,24
1057528474#0,8
1057545069#3,9
1057576180#1,12
1057592357,17
1057986367,12
1057996181,11
1057996370,17
1058144964,57
1058166479#0,4
1058166660,3
1058216273#2,87
1058512738#0,5
10598760#0,9
106063788,3
1061057026,40
1061554419,90
1061554635#0,45
1062463866#1,58
1062464968#0,65
1062572011,12
1063525528,20
1065275723,30
1065328220#0,1225
1065696541,2
1065916216,84
1065974931#0,6
1066219245#0,85
1066660295,36
1066743703,4
1067161461,5
1067561744,42
1067561749,39
1067561753,33
106838216,84
1068936253#2,66
1069691168,78
1070053897,23
1070053903,46
1070246579,177
1070523757#0,95
1071011884,99
1071216649#1,8
1071289462,7
107178760,42
1071968532,17
1071968533,26
1072185418#0,6
1073083618,1
1074113700,44
1074461068,172
10749447,14
1075090844,16
10755204,4
10755765#3,33
1076416889,10
1076497018,59
1076605684,190
1076616239,23
10775114#3,13
1077567346,35
1077567347#0,87
1077567347#1,56
10776612#2,51
10778576#0,14
1078324508,38
1078538637,100
1078852285,20
1078985030#1,8
1079028822,42
1079094276,15
1079221227,30
1079234592,81
1079316193,389
1079383639,46
1079383678,36
1079385854#0,362
1079442887,59
1079491985#1,70
1079699352#1,20
1079700904#5,8
1079762775,4
1079762805#1,7
1079850783,119
1079985703,49
1080299689#0,47
1080299809#1,37
108037690,85
1080946465#2,25
1081349077,12
1081551643,20
1081598060,10
1081624481,22
1081850442,65
1081891426#0,12
1082080800#2,26
1082236078,53
1082401433,28
1082446504#2,82
1082448514,63
1082537797,185
1082673235#1,14
1082675635,310
1082766333,21
1083602357#0,11
1083617992,2
1083617994,67
1083722318,6
1083745084,5
1083977916#2,52
1084096710#3,12
1084267037#2,22
1084269867,5
1084601712#1,11
1084653601#4,141
1085067059,38
1085176737,13
1085176923,10
1085549742,34
10856951#0,32
10857086#0,248
1085775716#0,11
1085844068#1,13
1086219255#1,36
10863118#1,199
1086341297,14
1086435183#1,23
1086452852,98
10864676#0,78
10864676#3,35
1086945835#1,15
1087139372,61
1087444217#0,39
1087482719,61
1087625055,20
1087671068#0,30
1087866102,98
1087930891#1,100
1088033159,265
1088316482,359
1088320768,10
1088531095#0,130
1088643262#2,240
1088643266,44
1088673123#1,3
1088874800,95
1088883067#0,57
108889724,30
1089023978#1,26
1089457037,10
1089461663,7
1089481116#1,42
1089587364#0,108
1089672835,17
1089680570,4
1089683049,12
1089694877,15
1089726115,22
1089751379#1,6
1089784266#0,87
1089784274#1,141
1089784289#1,18
1090149873,8
1090233550,32
1090404624,6
1090609183,4
1090747843,51
1090809734#0,10
1090928112,157
1091087775,100
1091353196,7
1091600481#1,100
1091804270,126
1091805064,23
1091805065#0,125
1091805072#1,5
1091866611,8
1092052417#1,20
1092055351#1,10
1092056261#2,7
1092598848#0,20
1093036416,379
1093127141,179
1093161113#4,68
1093292968#1,62
1093323853,78
1093548834#1,8
1093549489#1,19
1093550587,34
1093565984,7
1093614738,75
1093740379,90
1093740391,5
1093767401,15
1093802869,12
1093907216#0,44
1094234064#1,7
10943732#2,60
10943907#1,77
1094715094#0,36
1094718916,29
10949629,20
10950296#1,35
10951433#1,13
1095165521,15
10952802#1,5
1095295160,62
10953321#1,62
1095365670,8
10953662,155
1095395134#1,21
1095395135,7
1095395146,17
1095395147,18
109541372,27
1095524703#1,276
1095783284,39
1095918847#1,8
109612314#0,13
109612319,14
109612320#1,27
1096229596,58
1096313662,12
1096656032#0,155
1096666763#1,184
1096685313,13
1096709530,11
1096709571#0,90
1096750782#1,37
1097223934#1,37
1097304405#1,55
1097421915#0,113
1097714081#0,22
1097852234,25
1097940653,26
1098447838,4
1098504186#1,74
1098566017,58
1098566211,98
10989838#0,12
109918087#0,5
10995524#0,50
1099633806,23
1100621143,12
1100630650,11
1100646679,96
1100646845#0,132
1100646921,107
1100713916,48
1100717693#1,19
1100717698#1,8
1100784730#0,49
1100785762#0,8
1100788308,24
1100788994#1,93
1100790852#0,31
1100791960#0,8
11008433#2,4
1100888909#1,15
1101002048#3,94
1101007944#0,39
1101009970,33
1101010196#1,4
1101032975,13
1101061468#0,8
1101062627,22
1101062840#0,13
1101064651#0,4
1101064702#0,102
1101065276#0,68
1101066291,10
1101066494#0,13
1101066499#0,39
1101072354#0,41
1101083864#0,28
1101091275#0,9
1101139243#1,7
1101180375,25
1101184951#0,43
1101185429#0,221
1101185578#1,479
1101186135#1,170
1101188857#0,31
1101189219#0,9
1101200332#0,13
1101201657#1,46
1101202382#2,14
1101202385#2,30
1101274258,11
1101284868,15
1101331451,51
1101406281#2,12
1101406282#1,16
1101406284#2,24
1101407068,61
1101407069#1,22
1101408465#0,30
1101408690#0,2
1101424507#1,3
1101448293,9
110149631#4,6
110149634#0,43
1101908062,52
1101926472#0,7
1102212774,953
11022844#0,26
1102365436,37
1102368168,35
1102369600,57
1102369964,21
1102369965,40
1102369977,24
1102369980#0,44
1102369981,29
1102370583#3,14
1102399638#0,168
1102406191,249
1102407839#0,19
1102409587,71
1102434959,144
1102434981,51
11024426#1,8
11025429,19
1102619991,43
1102680118,71
1102685349,5
1102712839#0,127
11027915,9
1103167081,19
1103229835#1,10
1103274720,20
1103306446,6
110335777#0,15
1103855972,17
1103856212,9
1103952105#1,8
1103955055#1,43
1104422600,18
1104460750,14
1104706495,10
1105269624#1,95
1105303859,35
110549421#0,7
11055330#0,17
1105626010,31
1105631677#0,15
1105631678#2,53
1105815307,32
1105894357#0,14
1106097329#1,140
1106098732#0,24
1106127828#1,13
1106512960#0,4
1106512960#3,24
1107024925#1,11
1107026258,248
1107087161,13
1107088290,13
1107176298#0,114
1107180848,10
1107180851#2,20
1107334268#1,13
1107334269,156
1107584536#0,85
110767231,12
1107682057#0,32
1107735411,10
1107927493,25
1108013674,5
1108127007#0,108
1108161978,10
1108163177,16
1108164794,13
1108381539,13
1109010868#0,154
1109112309#0,11
1109112309#1,18
110934514,81
1109545985,110
1109632977,9
1110076474,52
1110195551,57
1110308097#1,11
1110380356,5
1110388547#0,98
1110388548#0,20
1110388720,5
1110408251#1,25
111047836,5
111047837,26
1110503797,24
1110537534,59
1110752486,13
1110752772,11
1111488434#1,7
111172067#1,53
1112121581,66
111265282#2,12
1112702290#1,15
1112702299#1,41
1112702559#0,5
1112702601#0,135
111283473#1,5
1112993192,18
1113396566,13
1113400536#1,5
1113401735,64
1113409991,6
1113425374,111
1113537194,126
1113537198,121
1113551091,8
1113560176,1
1113737284,18
1114997731#2,402
1115307108#1,6
1115511549,16
1115540124,5
1115709523#1,52
1115711290,12
1115801040,7
1115801041#2,5
1116026482,40
1116192233,4
1116192241#1,203
1116255691#0,42
1116278984#1,67
1116332168,40
1116425695#0,97
1116438946,5
1116438958,46
1116571742#0,15
1116745334#0,9
1116876543,8
1116986365#0,8
1116986776,115
1116986933#1,29
1116988863#1,109
1116988865,20
1117071663#0,78
1117242990,22
1117243987,16
1117261695#0,16
1117261695#1,4
1117262057,30
1117347859#1,25
111740159,5
1117478685,11
1117478686#1,15
1117478687,5
1117560212#2,30
1117569918,8
1117582509,32
1117605675,65
1117643775,30
1117643776,78
1117752161#0,14
1117795449,13
1117926301,13
1117965354,20
1117968332#2,5
1117976077#1,27
1117976084,27
1118014646,41
1118015855,186
1118064011#1,64
1118165316,10
1118174957,13
1118457092,9
1119174698#2,12
1119174710#1,53
1119174727#4,3
1119174728#4,25
1119179102#1,33
1119189331#1,12
1119189343#1,7
1119244717#1,13
1119244728#1,45
1119245150#2,48
1119245157#1,13
1119380945#2,149
1119380959#4,241
1119390145,824
1119567875,12
1119622011#0,32
1119962237#0,15
1119962385,31
112003898,14
1120138228,51
1120268404,18
1120450851#1,16
1120750105#1,11
1120853671,9
1120862993#0,50
1121026016,29
1121026017,4
1121190726#0,28
11214448,2
1121647382,55
1121919121#1,12
1121919123,9
1122150198,8
1122284333,23
1122482150#1,17
1122589168,95
1122600949,12
1122765052#2,12
1122765052#3,9
1122774353,4
1122774359,26
1122779608#1,8
1122784753#1,13
1122926745#0,13
1123020060#1,35
1123020825#1,790
1123196747,43
1123348890,576
1123371451,17
1123795360,6
1123848531#1,9
112408881#1,15
112408881#3,27
1124344223#0,2
112442381#0,30
1124510332,33
1124764661,10
1124991843#2,5
1125003574#0,95
1125003575,8
112509368#0,36
1125226904,22
1125231172,69
1125488651#1,7
1125643774,32
1125710397,10
1125735309,7
1125941202,9
1125943838,99
1125989644,20
1125993738,92
1126029595,38
1126032152,26
1126236181#1,13
11263882,15
11279895,67
112955034,75
11324379,31
113715804#4,52
11376778#1,135
11389571,70
11391926#0,24
11391926#2,35
11405488#0,9
11406674,78
11406684,22
114097468,7
114381360#0,8
114381363#0,45
114381367,86
114433838,23
114658391#0,30
116704038#0,76
117455644#0,12
117915138#0,12
117915139#0,23
118336900#4,136
11845184#1,4
118635979#0,21
118635982#1,110
118635983#1,235
119201851,238
11929567#1,60
119914238#1,83
11993337#0,23
11993538#3,69
11993725#5,177
11993748#0,16
11993748#1,32
122291113,227
122958656,192
12305962#2,79
12305962#3,88
123152818,13
123943327,105
123946512#0,9
123951385#2,43
123951410#1,261
123955029#0,61
124433886#0,11
124457378#0,13
124551393#1,18
124907823#1,103
125190493#0,3
125646613#5,16
125693714,81
126095388,3
126207005,140
12620743,397
12620748,70
12620751#0,87
12622286,106
126289879#0,71
126295932,22
126348151,21
126352571#1,313
126472029,39
126507021#0,12
126507021#1,6
126559272#0,45
126815807,29
126833945,19
126833947#0,31
126836087#1,80
127054759#0,40
127191770#0,102
127191770#2,17
127191779#0,140
128276155,16
128276157,27
128385259,12
128406003#1,62
128454429,32
129413465#1,595
129621746#3,31
130004403,11
130775086,28
130775092#1,14
130785237#0,9
131333251,17
131336286,14
131383386#0,25
131383386#1,32
131578001,4
13222746#0,81
13232333,17
13236305,110
132645615#1,717
133482775#2,4
133643003#1,12
133643005,38
133988458#1,6
133988465#0,24
133988469#1,21
133988495#0,12
135777011,277
135777027#1,37
135777027#6,122
136073775,39
136086599#1,38
13621313,20
136571494,6
136584233#1,70
136699502,100
136814134#0,21
136814967,6
136814977#1,36
137071139#3,16
137071141#2,21
137071141#9,9
137481952,28
137499673,60
13763400#1,15
137685678#1,8
137685680#3,12
137688162,246
137699977#0,58
137715198,200
137733523#0,142
137884043#0,8
137884047#1,17
137884047#2,16
138147741#2,14
138257606,6
138348049#3,11
138515672#0,13
138515672#3,46
138515677#3,52
138515677#4,47
13853633#1,12
138603867#2,32
138611854,278
138614350,34
13862374,10
138861604#0,10
139903208,14
14025483,94
14025485#2,8
140336718#1,20
140336718#2,25
140353223,51
140383153#3,58
140383153#4,20
140549156#0,5
140914766,26
140964910#0,9
141128588,38
14127262#1,8
141476463,14
141574115,229
141806548,20
141968853,17
142018561,17
142059956#2,3
142062901#1,16
142062901#2,34
142064614#1,19
142138182#0,22
142138183#6,23
142150659#0,10
142150660#0,135
142161211#6,8
142161212#0,16
142161213,45
142572168#3,16
142574665#0,37
142574737,61
142575655#3,25
142575656#2,50
142575657#1,7
142575658#1,28
142575662#0,108
142575662#1,10
142575667#0,37
142575685#1,54
142575688#1,18
142575692#2,40
142575694,8
142575699#1,12
142575700,13
142575702#1,19
142575704#3,37
142575704#5,61
142575704#6,26
142576830#3,11
142576830#5,5
142576834#0,11
142593458,4
142594113,16
142594115,9
142721308#0,5
14272826#0,13
142811428#0,15
142963784#0,16
142964434#1,15
143308532#3,108
143308542#0,40
143405006,7
143561452,21
143681196,47
144480007#0,92
144525695,58
14455092#1,99
14471013#1,8
14471013#6,15
14471014#7,14
14471021#3,7
14471022#0,6
14471022#1,19
14471023#0,17
14472761,14
14473884,53
14477523,20
144884824#7,70
144885352,9
144887742,7
144909684,80
144944903#1,29
145009991#2,10
145053411#0,200
145055197#0,188
145149735,103
145485550#1,7
145586617#1,4
145586617#2,75
145586617#6,310
145586618#2,51
145586623,8
145661741#1,8
145662432,23
145671816,103
145671826#1,11
145795412,31
145933306#2,7
145933306#8,23
145933306#9,5
145934343,20
146173530#1,3
146175123#3,48
146384536#4,21
14648925#1,14
14648934,6
146511456#2,20
146511461#1,15
14652679#0,22
14652679#1,10
14652695,39
14652696,17
14674289#1,1
146851760,21
146851761,10
147061003#0,11
147061003#1,9
147061004,13
147163380,25
147330454,6
147399966#1,8
147432154#1,28
147557795,27
147615858,9
147686214,6
14771586#0,109
147859763#1,36
147948799#0,202
147970915#2,21
147970916,74
148032656#3,18
148035228#1,4
148035525#0,9
148060259,9
148074516#0,51
148077409,34
148082122#0,17
148083732#1,14
148083739#0,35
148083739#1,14
148085126,7
148086367#0,89
148086369#1,10
148086369#3,9
148090085,25
148091027,7
148093699#0,14
148093700#4,43
148288808,36
148288887,115
148288888,11
148292494#0,64
148295312#2,53
148295314,1
148301546#1,31
148301556,186
148308465#1,33
148308914#0,90
148310743#2,22
148312433#1,26
148325863#0,20
148326359,10
148326362#1,60
148326606,79
148331034,21
148420863#1,16
148614167,21
148626871#0,98
148628967,15
148631575,12
148631925,20
148662257#3,21
148665004#1,4
148665004#2,41
148666044,29
148666424#7,82
148667007,32
148671104#0,5
148671114#2,8
148671114#3,1
148699016#1,19
148699619#0,4
148699619#1,8
148700322,17
148708810#1,31
148789427#0,54
148789440#1,12
148789444#2,19
148790818,11
148790820,145
148808620#0,3
148808638#5,19
149522099#0,86
149522099#2,49
149522099#5,13
149522099#6,45
149549386,46
149611514#0,16
149611514#4,16
149611534,15
149849311,6
149849327#1,58
149849709#0,119
149849709#1,79
149849709#2,60
149957142#0,48
149957145,36
149960598#1,157
149992737,8
149992813,5
150057235#2,6
150062520,12
150062521,61
150105685#0,5
150250090,20
150256321,74
150295648,30
150295788#0,13
150298159,8
150512436#4,98
150512652#0,17
150512829#1,20
150513169#0,34
150513369#0,64
150513369#1,45
150514947#1,332
150519560,116
150682836#0,14
150730433,455
150796071#0,64
150908783#0,77
150916962,19
150928841#0,34
150937212#1,15
151020327,18
151022004#0,13
151043332#5,148
151046060#0,26
151046796#1,8
151237804,38
151237805#0,27
151237836#2,10
151353900#0,18
151353910#4,57
151353923#4,28
151353932#2,13
151354736#2,175
151355528#0,17
151368584,44
151368587#1,31
151368592#3,15
151369396#0,9
151369411#0,55
151369420#1,25
151369420#2,101
151372366#0,73
151456841#4,124
151465238#0,71
151465251#2,71
151570049#0,11
151571094#2,5
151571095#0,26
151571097,64
151571102,20
151618244#1,39
151618244#3,10
151618247,35
151618249#1,60
151618891,3
151619286#0,32
151619286#2,24
151621386#1,254
151627020,15
151627026,56
151627027#0,6
151742395#0,81
151742403#2,21
151742405#0,4
151742436#0,11
151742472#1,19
151742487,92
151742533#1,152
151742533#2,13
151742537#0,6
151743498#0,9
151819916,49
152046230,91
152177243,37
152177252,104
152177648,168
152201909,80
152258292#4,21
152258358#2,14
152258358#3,6
152258391#0,15
152264786#0,17
152264787#0,15
152264795,80
152343392#0,24
152354597#0,59
152354689#0,63
152354689#1,83
15240410,71
152434842#0,41
15245401,30
152466412,25
152466425#1,41
152494944,61
152593439#0,13
152596649,52
152708918#0,38
152832868,11
152832871,7
152832873,81
152863278#5,27
152863291#3,8
152946752,136
152952349#7,24
152953712#0,26
153007849#0,150
153021545,275
153021549#1,62
153151120#0,44
153151222#1,27
153151441,80
153260651#1,8
153260662#0,1
153260669#2,6
153260679#0,13
153372178,29
153372294,25
153604235#1,32
153604247,23
153604248#0,24
153617353,45
153653007,27
153750715#1,5
153947834,54
153947856,15
153947860#2,20
153947934,21
153959871,9
153959904#0,158
153959904#3,50
153959904#4,137
153959908#1,27
153959917#1,66
153959922,30
153959932#3,19
15405396#0,7
154262442#1,15
154381206,98
154381294,7
154483994#1,12
154484610,5
154754266,22
154837267#0,536
154837277#1,56
154837296#0,195
154946533,21
155033905,64
155070193#1,203
155071540,6
155586402,29
155586460#4,46
155586460#5,84
155594912,13
155594913,6
155594919#0,25
155594923#0,5
155594933#0,16
155594938,5
155594947,24
155594966,86
155594973,7
155594979,8
155594998#1,12
155595016#0,4
155605272#0,8
155605276#0,24
155605276#1,11
155605278#2,112
155605294,12
155605308,18
155605316#0,26
155605322#3,34
155605329,6
155605331#0,7
155605331#3,16
155605335#1,15
155605352#0,25
155605352#1,4
155605353,208
155605360#0,75
155605364,3
156045564,31
156132842,19
156132846#3,68
156194820,12
156194826#0,219
156346039#1,23
156346045#0,6
156346059#0,10
156346059#1,31
156346067#1,187
156346071#1,212
156346080#1,7
156346080#5,142
156346083#0,52
156346083#3,60
156346083#4,32
156346087#1,18
156346108#3,13
156350662#1,12
156350666#0,13
156364562#0,63
156441411#1,66
156579467#1,26
156579473#0,10
156579474,14
156579486#0,155
156579486#1,84
156579492,40
156579502#0,33
156579521#2,17
156579523#1,12
156597528#2,10
156597530#0,35
156597535#1,7
156597536,18
156597541,239
156597542,34
156597548,48
156817870#0,10
156817988,10
156952496#0,86
157110895#2,14
157574267,56
157658302#0,104
157658305,93
157856063,20
158184089#0,70
158184100,20
158184101,166
158579651#1,18
158579656#0,35
159296828,32
15973619#0,12
15973619#2,25
15993901#1,4
15994153,4
15994271#0,4
160130942,78
160130955,43
160130963#1,7
160130964,137
160130973,15
160131081#0,186
160343967#1,46
160346478#0,22
160655379,52
16114537#1,54
161241452#0,49
16141447#2,16
161584632,26
161677835#1,14
161755130#1,44
161777868#1,22
16266560,134
16275161#2,21
162964323#1,129
162965649#4,71
16307590,4
16307914,4
16308715,19
16309056#0,14
16309056#1,18
163196852#0,6
163197026#1,7
163208792#0,49
163209069#1,39
163379148#1,3
163385719,30
163507840#0,50
164038937#3,129
164038937#4,128
16416331#4,80
16416877#2,14
16416877#4,11
16416877#5,4
16416877#6,4
16417777,26
16417969#1,14
16418132,61
16418363#0,9
16418363#1,7
16418363#2,15
16418546#0,7
16418546#1,10
16418546#2,28
16418546#3,10
16418700,30
16419109#0,6
16419109#1,62
16419139,17
16419437,37
16419457,68
16419534,92
16419590#1,4
16419741#0,3
16419794,4
16420774,133
16421057#3,3
16421204#1,27
16421242,3
165041612#0,29
165292181#1,26
165885550,6
166095115#1,10
166264426#0,20
166264426#4,86
166294488,188
166482119,7
166645719#4,40
166645719#7,19
166645720#0,83
166973638#0,11
167070931#0,21
167410407#1,88
167410411,3
16750370#2,93
16750375,10
168307259#1,85
168889126#1,10
168903522,8
168913091#0,13
168917746,29
168917748#2,16
168943639#1,73
168978746,30
169201615,61
16942408#0,37
169523597#0,25
169558830#1,48
169564692,326
169658772#0,55
169717723#0,14
169738739#0,96
169738742#0,39
169742746#4,5
169753567#6,22
169755107#0,15
169755108#0,27
169755110,32
169760010#0,6
169760010#3,22
169763711,170
171323621,78
171733375#0,12
172078325#0,9
172183872#0,27
172219122,11
172219128,22
172219133#2,4
172242834#0,28
172242835#0,25
172243640#1,27
172248643#0,12
172274263,8
172274264,6
172274266,2
172274268#0,48
172274268#1,11
172289013,213
172382664,11
172398483,26
172425896#0,10
172425901#0,32
172425903#0,5
172425919,26
172439812#1,90
172655509#0,14
172655510#0,15
17267888#0,35
172920331,7
172921857,40
172922877,13
173064852,19
173066579,4
173210316#2,48
173990557,45
174182908#0,60
174182913#0,11
174182916,15
174392986,180
175081980#2,26
175574445#0,25
175671145,33
175916577#0,36
175916580#1,81
175916624,36
175916627,103
175916632,9
175916787#0,260
176019867#1,16
176031297#1,8
176031304,39
176050263#0,9
176050272,55
176050273,28
176050277,35
176050279#3,65
176089784,74
176187595,16
176187615,104
176195699,427
176753748,93
176922800,21
177599476#0,5
177615723,84
177839806#0,17
177887681#4,32
177887701#0,85
178028209,37
178427797,49
178427798,76
179019680#0,7
179019727#0,33
179164047#1,68
179818692,46
180255986,11
180489197,33
180841972#1,14
18091945#0,269
181407590,7
181472197,42
182106933,27
182575045,14
182603253#8,42
182624147,48
182692409#0,60
182693064,567
182749675#0,11
182944195#1,12
183073681,4
183087822,23
183346840#1,40
183346850#1,7
183346854#0,17
183346854#2,18
183640394#1,9
183765247#0,33
18398010#0,40
18398010#1,36
184567491,20
18467854#2,27
184727726,18
184784222#1,5
184791528,52
184792424#0,14
184792424#1,16
185867136,120
185991439,9
186216342#1,15
186216342#3,9
18631699#1,39
18652303#2,7
186601073,212
18677921,9
187077936#0,22
18830951#0,128
18830953#0,17
18830956#2,8
18833000#0,8
188491275#0,78
188633782#0,17
188865508#0,50
188865509,5
188865521,101
188865525,20
189024466,11
18908132,60
18928583#1,23
18942531#1,55
190130433,70
19064220#4,10
190733386#2,78
190846087#0,78
190928927#0,334
190928927#5,96
190964851#3,62
191256029,8
191525364#0,43
191642219#1,53
191731514#1,9
19200525,17
19211030,50
192347074,5
192498006#1,236
193155120,10
193155124,72
193373939,4
193572041#0,178
19383836,4
19383856,56
19383857,56
193856554#1,23
193856554#11,6
193856554#6,8
193856554#8,10
193875618,595
193875628#0,97
19394869#0,66
19394869#1,3
19394870,27
19394875,43
194024765,24
19402904,10
19402906,61
19402926,18
19404739#0,31
194071690#0,64
194186907#0,232
19431337#0,46
19431372,18
19431482,4
19431915#1,10
19431940,25
19435555#1,4
19435555#2,7
19435640,30
194653028#1,241
194653034,21
195092559#0,12
195092559#2,21
195327014#0,38
195332171,14
195337821#0,355
195344059#0,6
195387466#0,60
195439137#0,90
195439148,40
195441523#1,38
195441525,12
195441530,108
195441537,34
195441538,109
19604050,130
19605971#0,91
196522674,33
19660028#4,11
19660028#5,69
196854803,68
196854807,61
196961376#3,13
19728123,17
19745293#0,564
19745294#0,15
197740391,12
197740392#0,17
197742437,160
19786304#3,12
19786304#4,7
19800046,3
19800239,26
19801644,14
19822674#0,5
19822675,13
19827981,50
19828559#0,103
19828559#3,44
19875859,64
19881557,12
198941799,27
19898264,58
199987282,14
20007264,24
200707868#3,7
200767366,10
200767375,101
20163679#1,46
20163728#1,48
201678613#1,7
201855152#0,15
20207504,9
20207505#2,14
203450551#4,15
203910771#0,12
203910774,14
203910782,36
203910789#3,19
203910792#1,9
203912354#0,548
20415344#1,56
20425707#0,96
20430927#3,101
20431210#1,18
20431210#2,60
20431921#1,119
204721580#7,8
204977490#0,24
205085759,82
20553068#1,26
20557081,83
205989873#3,25
206562460,16
207086007#0,26
207230829#1,5
20834383#4,95
209262337#1,18
209264195#2,25
209264195#3,5
209264198#0,5
210080958#0,269
211118712,20
211486039,195
211486040,18
212452093,115
21261603#0,43
212696034#10,13
212891839#0,25
213528749#0,31
215577412,156
215577414,69
215577422#0,632
215577424,75
215668777,16
215668778,3
215668779,34
215668793,9
21603695,209
216169539#1,50
216169546#0,66
217186460,196
217353497,43
