id,onstreet_spots,offstreet_spots
187123355,10,NA
187123437,18,NA
187398148,32,NA
187399685,10,NA
187399686#1,6,NA
18757010,12,NA
18758472,16,NA
18758681,19,NA
187651222#0,40,NA
187651222#3,27,NA
18783875#0,26,NA
18783875#1,22,NA
18783875#2,19,NA
18783875#3,24,NA
18783875#4,14,NA
18783875#5,9,NA
18783875#6,11,NA
18783875#7,13,NA
18783875#8,13,NA
18783876,49,NA
18783877#0,23,NA
18783877#1,15,NA
18783877#2,33,NA
18783878,42,NA
18783880,38,NA
18783883,28,NA
18783885,27,NA
18783886#0,16,NA
18783886#1,11,NA
18783886#2,14,NA
18783886#3,12,NA
18783888#0,23,NA
18783888#1,17,NA
18783889,37,NA
18784662#0,9,NA
18784662#1,9,NA
18784662#2,17,NA
18784663,61,NA
18784664,28,NA
187956848#0,21,NA
187956848#1,2,NA
187956848#3,22,NA
188308863,18,NA
188308881#0,19,NA
18830953#0,4,NA
18830956#0,13,NA
18830956#1,8,NA
18830959#0,5,NA
18833000#0,16,NA
188350679,17,NA
188467885#0,32,NA
188468362#0,17,NA
188468362#1,43,NA
188865506,27,NA
188865513,25,NA
188865516,18,NA
188865517#0,25,NA
188865518#0,54,NA
188865521,41,NA
188865522,22,NA
188865525,26,NA
188865526,22,NA
188866876,31,NA
188866879,31,NA
188866881#0,4,NA
188866881#1,5,NA
188912236,27,NA
188912237#0,3,NA
188912237#1,62,NA
188912237#2,45,NA
188914559,26,NA
189033370#0,12,NA
189033370#1,11,NA
189033370#2,11,NA
189033370#3,13,NA
189033370#4,12,NA
189033370#5,12,NA
189033370#6,12,NA
189033370#7,7,NA
189042514,35,NA
18908127,3,NA
18908132,39,NA
18908134#0,25,NA
18908134#1,12,NA
18908134#2,12,NA
189200481,5,NA
18923803,22,NA
18923805#0,10,NA
18923805#1,10,NA
18923805#2,10,NA
18923805#3,10,NA
18923807,23,NA
18923810,24,NA
18923812,25,NA
18923813,26,NA
18928583,93,NA
18928585,15,NA
18928586,51,NA
18928587#0,37,NA
18928587#1,31,NA
18928591#0,37,NA
18928591#1,5,NA
18928593,36,NA
18942531,11,NA
189452753,12,NA
189453405,22,NA
189455580,21,NA
19002363#0,4,NA
19002363#1,16,NA
19002363#2,24,NA
190083604#1,20,NA
190083605#1,52,NA
190131820#0,13,NA
190425285,10,NA
190425288#0,27,NA
190425288#1,33,NA
19047484,14,NA
190627790#0,48,NA
190627790#1,29,NA
190630935,5,NA
19064220#0,24,NA
19064220#3,18,NA
19064220#4,33,NA
19064227,21,NA
190964851#0,8,NA
190964851#1,16,NA
190964851#2,10,NA
190964851#3,23,NA
190964851#4,7,NA
190964851#5,3,NA
190964855,24,NA
190964860,42,NA
191256035,24,NA
191281748#0,18,NA
191281748#1,26,NA
191362678#1,9,NA
191362678#2,28,NA
191362678#3,9,NA
191362697,11,NA
191362698,38,NA
191362699#0,14,NA
191362699#1,6,NA
191362699#2,5,NA
191362713,5,NA
191362777,28,NA
191377893#0,7,NA
191380685,17,NA
191525364#0,10,NA
191525364#1,9,NA
191538263#0,60,NA
191538263#1,43,NA
191556835,11,NA
191618636,59,NA
191618637,50,NA
191618642#0,24,NA
191618642#1,23,NA
191618642#2,13,NA
191618642#4,35,NA
191618644#1,17,NA
191618644#2,17,NA
191618644#3,17,NA
191618644#4,41,NA
191630981,24,NA
191731514#1,35,NA
191964020,55,NA
191989772,26,NA
191989773,8,NA
191989784,24,NA
19200013,40,NA
19200525,51,NA
19200527#0,8,NA
19200527#1,7,NA
19200527#2,14,NA
19200527#3,29,NA
192053554#0,14,NA
192053554#1,5,NA
192053554#2,19,NA
192053554#3,21,NA
192057709,15,NA
192098062,10,NA
19211030,65,NA
192155954,12,NA
192232855#0,7,NA
192261837#0,21,NA
192261837#1,4,NA
192265176,24,NA
192265177,24,NA
192347074,26,5
192487131#0,15,NA
192505641#0,16,NA
192505642#0,17,NA
192505645,10,NA
192516992,10,NA
192616927,10,NA
192646767,10,NA
192895071,22,NA
193155110#1,15,NA
193155112#0,9,NA
193155112#1,29,NA
193155113,51,NA
193155118,16,NA
193155120,19,NA
193155124,43,NA
193155125,48,NA
193155136,46,NA
193373934#0,13,NA
193373934#1,12,NA
193373935,9,NA
193373937,8,NA
193373939,9,4
193373950,7,NA
193373961#0,5,NA
193373961#2,10,NA
193373961#4,3,NA
193373961#5,3,NA
193373970#0,10,NA
193373970#2,21,NA
19349935#0,17,NA
19349935#1,17,NA
19349935#2,4,NA
19349935#3,18,NA
19349935#4,55,NA
19349935#5,23,NA
19349935#6,15,NA
19349935#7,11,NA
19350057#0,23,NA
19350057#1,21,NA
19350057#2,17,NA
19351589#0,18,NA
19351589#1,9,NA
19351589#2,8,NA
19351589#3,59,NA
19351589#4,32,NA
19351589#5,17,NA
193572040#0,8,NA
193572040#1,8,NA
193572056,10,NA
193572057#0,6,NA
193572057#1,4,NA
193572057#2,5,NA
193580333,9,NA
193753603#0,28,NA
193753603#1,13,NA
193753603#2,21,NA
193753608,5,NA
193753611,4,NA
193822259#0,6,NA
193822259#1,8,NA
193822259#2,5,NA
193822259#3,12,NA
193822259#4,9,NA
193822260#0,23,NA
193822260#1,14,NA
19383836,39,4
19383842,24,NA
19383844#1,51,NA
19383846,39,NA
19383856,4,56
19383857,34,56
19383866,15,NA
19383867#0,6,NA
19383867#1,14,NA
193856554#1,13,NA
193856554#10,13,NA
193856554#11,13,NA
193856554#13,10,NA
193856554#3,10,NA
193856554#4,5,NA
193856554#5,6,NA
193856554#6,10,NA
193856554#8,13,NA
193856591,15,NA
193879796,2,NA
193901502#0,18,NA
193901502#1,6,NA
19394862,27,NA
19394863,7,NA
19394866,40,NA
19394867#0,28,NA
19394867#1,26,NA
19394869#0,30,NA
19394869#1,28,NA
19394870,23,27
19394875,70,18
19402892,11,NA
19402895,10,NA
19402896,34,NA
19402904,68,10
19402906,68,NA
19402919#1,20,NA
19402922#0,28,NA
19402922#1,10,NA
19402924,22,NA
19402926,32,NA
19402929#0,14,NA
19402929#1,37,NA
19402932,34,NA
19402935#0,15,NA
19402935#1,14,NA
19402938,22,NA
19402941#0,12,NA
19402941#1,26,NA
19402943,21,NA
194071688,18,NA
194071690#0,7,64
194071690#1,37,NA
194186907#0,22,NA
19431337#0,48,NA
19431337#2,13,NA
19431372,51,NA
19431482,16,NA
19431915#0,17,NA
19431915#1,19,NA
19431940,61,NA
19433166#0,22,NA
19433166#1,29,NA
19433195,20,NA
19433427,19,NA
19433859,17,NA
19435555#0,6,NA
19435555#1,28,NA
19435555#2,44,NA
19435637,22,NA
19435640,26,NA
19435661#0,17,NA
19435686,27,NA
194421314#0,10,NA
194421314#1,45,NA
194421315,7,NA
194421316,7,NA
194566371#1,27,NA
194566374,27,NA
194566375,29,NA
194566377#0,21,NA
194566377#1,29,NA
194566377#2,10,NA
194566381,14,NA
194566382#1,30,NA
194566383#1,27,NA
194793311,44,NA
194802936,30,NA
194818298,18,NA
194962375,20,NA
194962398#0,31,NA
195081660,14,NA
195091665,9,NA
195092559#0,15,NA
195092559#2,29,NA
195105328#1,6,NA
195257600,17,NA
195259831#1,22,NA
195327171#0,30,NA
195327171#1,20,NA
195327171#2,25,NA
195332166,28,NA
195332171,33,NA
195337818,15,NA
195337819,53,NA
195337820#0,41,NA
195344059#0,24,NA
195344060,43,NA
195344063,57,NA
195344064,15,NA
195344069,15,NA
195386059,19,NA
195397541,51,NA
195407521,10,NA
195418556,44,NA
195418557,8,NA
195430953,16,NA
195430954,17,NA
195430957,39,NA
195430959,23,NA
195439129,16,NA
195439132#0,33,NA
195439132#1,32,NA
195439148,3,NA
195439151,13,NA
195441523,84,NA
195441524,24,NA
195441525,15,NA
195441526,19,NA
195441527,25,NA
195441529,29,NA
195441530,20,NA
195441531,33,NA
195441532,54,NA
195441533#0,7,NA
195441534,30,NA
195441535,24,NA
195441536,31,NA
195441537,40,NA
195441540,13,NA
195592768,30,NA
19585417#0,34,NA
19585417#1,37,NA
19585573#0,36,NA
19585573#1,30,NA
19589130#0,8,NA
19589130#1,14,NA
19589130#2,14,NA
19589130#3,15,NA
19596887#0,3,NA
19596887#1,4,NA
19596887#2,5,NA
19596915,6,NA
19604765,14,NA
19605083,27,NA
19605084,27,NA
19606855,24,NA
19609586,26,NA
19649983#0,27,NA
196520271,6,NA
196522674,15,NA
19654373#0,40,NA
19654373#1,19,NA
19654373#2,41,NA
19654373#3,19,NA
19654373#4,12,NA
196629059,34,NA
196631173#0,41,NA
196631173#1,28,NA
196631173#2,29,NA
19722155#0,36,NA
19722155#1,58,NA
197740390,75,NA
197740391,33,NA
197740392#1,29,NA
19781737,16,NA
19783477,84,NA
19784005#0,48,NA
19784005#1,34,NA
19784006#0,44,NA
19784006#1,34,NA
19784006#2,34,NA
19786304#0,7,NA
19786304#1,7,NA
19786304#2,15,NA
19786304#3,22,NA
19786304#4,23,NA
19786305#0,33,NA
19786305#1,31,NA
197914029#0,18,NA
197914029#1,18,NA
197914029#2,21,NA
19793804#0,39,NA
19793804#1,20,NA
19794871#0,12,40
19794872,19,NA
19800047#0,10,NA
19800047#1,27,NA
19800048,17,NA
19800238#0,63,NA
19800239,20,NA
19801644,16,NA
19822683,18,3
19822684,27,NA
19827981,68,NA
19828559#0,35,NA
19828559#3,8,NA
198457288#1,21,NA
198457288#2,28,NA
198457289#1,61,NA
19848025,6,NA
19852521,34,NA
198563982,19,NA
198585458,41,NA
198595363,12,NA
19871039,30,NA
198712397,11,NA
198712398,5,NA
19875853,11,NA
198942671#1,47,NA
19896498,21,NA
19896504,17,NA
19896505,16,NA
19896509#0,5,NA
19896509#1,12,NA
19896510#0,4,NA
19896510#1,43,NA
19898258#0,16,NA
19898264,62,NA
19898265,3,NA
19898267,34,NA
19898268,69,NA
199029775#1,49,NA
199387279,7,NA
199578957,5,NA
19973474#0,29,NA
19973474#1,25,NA
199987282,5,NA
200027857#0,20,NA
200027857#1,21,NA
200027857#2,47,NA
20007264,23,NA
20007442,39,NA
200243094,6,NA
200707869,2,NA
200708538#0,10,NA
200708538#1,27,NA
200708538#2,23,NA
200708538#3,31,NA
200716210,14,NA
200977031,6,NA
20135684#0,19,NA
20135684#1,29,NA
20135684#2,84,NA
20135684#3,47,NA
20135753#0,24,NA
20135753#1,13,NA
20135753#2,94,NA
20135990,46,NA
20136011,14,NA
20136095#0,11,NA
20136095#1,49,NA
20162711#0,15,NA
20162711#1,43,NA
20162711#2,21,NA
20163418#0,25,NA
20163418#1,16,NA
20163679#0,42,NA
20163679#1,43,NA
20163728#0,28,NA
20163728#1,26,NA
20163728#2,24,NA
20163728#3,12,NA
20163899,24,NA
20164260#0,22,NA
20164260#1,6,NA
20164260#2,5,NA
20164467,15,NA
201675313,7,NA
201675314,6,NA
201675315#0,42,NA
201675315#1,50,NA
201678613#0,39,NA
201678613#1,71,NA
201855152#0,43,NA
201855152#1,40,NA
201855152#2,7,NA
201855152#3,11,NA
201966215#0,14,NA
201966215#1,14,NA
20207501#0,66,NA
20207501#1,9,NA
20207501#2,13,NA
20207501#3,13,NA
20207503#0,20,NA
20207503#1,49,NA
20207504,31,NA
20207505#0,34,NA
20207505#1,18,NA
20207505#2,59,NA
20207506,26,NA
20209202,76,NA
20209203,30,NA
20209204,6,NA
20209205,6,NA
20209207,22,NA
20209304#0,26,NA
20209304#1,19,NA
20209304#2,19,NA
20209304#4,21,NA
20209634#1,39,NA
20210229,12,NA
202154645#0,11,NA
202154645#1,16,NA
202257595,8,NA
202422596,2,NA
202428439#1,24,NA
202428439#2,18,NA
202428439#3,18,NA
202499433,16,NA
202499434#0,2,NA
202499434#1,38,NA
202499434#2,53,NA
202499434#3,24,NA
202499434#4,24,NA
202499434#5,26,NA
202499434#6,10,NA
202500050,60,NA
202711591#0,22,NA
202711591#1,56,NA
202817674#0,22,NA
20310891,70,NA
203167410#0,2,NA
203167410#1,15,NA
203167410#2,14,NA
203167410#3,7,NA
203211083#0,32,NA
203211083#1,36,NA
203211083#2,3,NA
203450395#1,18,NA
203559134,14,NA
203910322,73,NA
203910780#0,24,NA
203910780#1,3,NA
203910782,28,NA
203910783#1,29,NA
203910783#2,32,NA
203910789#2,4,NA
203910789#3,36,NA
203910789#4,28,NA
203910789#5,34,NA
203910789#6,21,NA
203910789#7,19,NA
203910792#0,26,NA
203910792#1,17,NA
20397087#0,42,NA
20397087#1,33,NA
20397088#0,19,NA
20397088#1,17,NA
20397088#2,23,NA
20397089,21,NA
20397090#0,35,NA
20397090#1,29,NA
20397090#2,9,NA
20397090#3,20,NA
20397090#4,22,NA
20397091,14,NA
20397093#0,44,NA
20397093#1,35,NA
20397094#0,18,NA
20397094#1,17,NA
20397094#2,17,NA
20397098#0,17,NA
20397098#1,25,NA
203986353#0,21,NA
203986353#1,40,NA
204030791,8,NA
20415344#0,10,NA
20415344#1,13,NA
20415826,14,NA
20416017,33,NA
20420585,15,NA
20420652,20,NA
20421774,15,NA
20430904,33,NA
20430927#0,21,NA
20430927#1,26,NA
20430927#2,26,NA
20430927#3,29,NA
20431210#0,34,NA
20431210#1,24,NA
20431210#2,55,NA
20431210#3,43,NA
20431561#1,8,NA
20431561#2,18,NA
20431921#0,21,NA
20431921#1,27,NA
20431921#2,22,NA
20432051,37,NA
20432301#1,18,NA
20432301#2,13,NA
20433198,17,NA
20450422,13,NA
20450423,12,NA
204551762,45,NA
204853237,20,NA
204853238#0,21,NA
204853238#1,14,NA
204853238#2,15,NA
204916542,26,NA
205079267,13,NA
205079424#0,34,NA
205085759,61,NA
205085761#1,10,NA
205140183,5,NA
20547483#1,18,NA
20547483#2,15,NA
20550460#0,8,NA
20550460#1,21,NA
20550634#0,37,NA
20550634#1,4,NA
20550690#1,6,NA
20550690#2,5,NA
205508138#0,26,NA
205508138#1,24,NA
205508138#2,25,NA
205508138#3,19,NA
205508138#4,21,NA
205508138#5,11,NA
20551905#0,5,NA
20551905#1,5,NA
20551905#2,5,NA
20551905#3,6,NA
20551912,15,NA
20552600,9,NA
20552644,23,NA
20552746,34,NA
20552857#0,10,NA
20552857#1,6,NA
20553007,17,NA
20553015,12,NA
20553068#0,20,NA
20553068#1,17,NA
20553444,5,NA
20553917#0,37,NA
20553917#1,26,NA
20554168,10,NA
20554179,10,NA
20554204#0,20,NA
20554204#1,40,NA
20554335,8,NA
20554351,8,NA
20554446,30,NA
20557044,27,NA
20557081,64,NA
20611382,17,NA
20630730,7,NA
206562460,25,NA
206702346#0,4,NA
206702346#1,3,NA
206718346#0,46,NA
206718346#1,42,NA
206807720,46,NA
207086007#0,29,NA
207086007#1,6,NA
207086007#2,29,NA
207086975#0,18,NA
207086975#1,15,NA
207230829#0,27,NA
207230829#1,44,NA
207421054,5,NA
207915629,7,NA
207915630,4,NA
208295169,28,NA
208295171#0,27,NA
208295171#1,17,NA
20834379,18,NA
208345581#0,25,NA
208345581#1,8,NA
208379211,45,NA
20867592#0,19,NA
20867592#1,20,NA
20867592#2,22,NA
20867592#3,27,NA
20867592#4,20,NA
20867592#5,30,NA
20868502,11,NA
20869263#0,35,NA
20869263#1,26,NA
20869932#0,28,NA
20869932#1,18,NA
20882067#1,10,NA
209146913,22,NA
209154968,25,NA
209262337#0,22,NA
209262337#1,27,NA
209264195#0,20,NA
209264195#1,18,NA
209264195#2,27,25
209264195#3,29,8
209264196#0,27,NA
209264196#5,24,NA
209264198#0,57,5
209264199#1,25,NA
209264200#2,19,NA
209831289,39,NA
21052987,13,NA
21052992#0,14,NA
21052992#1,14,NA
21052992#2,31,NA
21052992#3,17,NA
21052992#4,35,NA
21052992#5,34,NA
210668637,6,NA
211050827#0,17,NA
211051087#0,16,NA
211051091#0,16,NA
211051263,11,NA
211118712,42,20
211184742,4,NA
21122555,54,NA
21122600#0,11,NA
21122600#1,54,NA
21122661#0,21,NA
21122661#1,24,NA
21122829#0,9,NA
21122829#1,11,NA
21134208,45,NA
21134209,46,NA
21134211#0,34,NA
21134211#1,24,NA
21134211#2,16,NA
21134212#0,13,NA
21134212#1,13,NA
21134214,41,NA
21134524#0,25,NA
21134524#1,27,NA
211486039,20,NA
211486040,11,NA
211517079,28,NA
211553354,10,NA
211555483#1,47,NA
211555778#1,28,NA
211556010,5,NA
211556302,51,NA
211559588,8,NA
211559718,17,NA
211561138,5,NA
211562073,7,NA
211573213,15,NA
211573294,17,NA
211574582,5,NA
211574682#0,16,NA
211795080,44,NA
212452093,34,NA
21258903#0,2,NA
21258903#1,29,NA
21258906,15,NA
21258908,46,NA
21261603#0,45,NA
21261603#1,15,NA
212673753#1,9,NA
21276952#0,53,NA
21276952#1,37,NA
21278809#0,19,NA
21278809#1,4,NA
21278809#2,21,NA
21278809#3,19,NA
21278809#4,34,NA
21278814#0,19,NA
21278814#1,15,NA
21278816#0,11,NA
21278816#1,6,NA
21278816#2,16,NA
213268069,20,NA
213528748,12,NA
213528749#0,20,NA
213528749#1,29,NA
213528750#0,8,NA
213528750#1,29,NA
213587553#0,17,NA
213587553#1,27,NA
21380688,50,NA
214314740,14,NA
214614381#0,20,NA
214614381#1,29,NA
214614381#2,32,NA
214614381#3,21,NA
214614381#4,25,NA
214614381#5,36,NA
214614381#6,45,NA
214715804,13,NA
214715806,8,NA
214715807,10,NA
214715808,10,NA
214715809#0,10,NA
214715809#1,8,NA
214715810#0,10,NA
214715810#1,8,NA
214717425,38,NA
214717427#0,18,NA
214717427#1,18,NA
214717427#2,3,NA
214717428#0,18,NA
214717428#1,13,NA
214717428#2,4,NA
214717732#1,10,NA
21520009,16,NA
215939003,15,NA
215939403,14,NA
21598520#0,34,NA
21598520#1,30,NA
21598520#2,53,NA
21601315,11,NA
21604738,45,NA
21604763#0,7,NA
21604763#1,47,NA
216169529,51,NA
216226944#0,44,NA
216226944#1,13,NA
216226945#0,21,NA
216226945#1,19,NA
216524084,45,NA
216682001,10,NA
216682005,12,NA
216683752,14,NA
216683753,15,NA
216974029,52,NA
217186432,32,NA
21721168,38,NA
21721169,54,NA
21721170,11,NA
21721172#0,25,NA
21721172#1,39,NA
21721173#0,29,NA
21721173#1,16,NA
21721173#2,11,NA
21721173#3,19,NA
21721173#4,9,NA
21721173#5,8,NA
21721173#6,17,NA
21721173#7,9,NA
21721175,23,NA
217297578#0,22,NA
217297578#1,23,NA
217297578#2,21,NA
217297578#3,10,NA
217297578#4,31,NA
217297578#5,18,NA
217297590#0,15,NA
217297590#1,23,NA
217297603#0,23,NA
217297603#3,31,NA
217297603#4,19,NA
217297603#5,18,NA
217297603#6,20,NA
217297603#7,15,NA
217353497,8,NA
217353507#1,18,NA
217353507#2,16,NA
217353507#3,15,NA
217353507#4,15,NA
217353517#1,18,NA
217353517#2,16,NA
217353517#3,17,NA
217353518,20,NA
217386887,22,NA
217386905,3,NA
217390581#1,38,NA
21759542,40,NA
217608415#0,12,NA
217608415#1,9,NA
217608425,26,NA
217631783#0,15,NA
217631783#1,5,NA
217631783#2,25,NA
217631783#3,19,NA
21764884,12,NA
21771582#0,11,NA
21771582#1,22,NA
21773845#0,22,NA
21773845#1,32,NA
21773845#2,19,NA
21773845#3,10,NA
21774075#0,4,NA
21774075#1,14,NA
21775474,54,NA
217878976,8,NA
217878977#0,13,NA
217878977#1,19,NA
217878977#2,35,NA
217926618,27,NA
21798031,20,NA
217992274,2,NA
21844063#0,7,NA
21844063#1,23,NA
21844064,48,NA
21848453,22,NA
21852039,34,NA
21852048,29,NA
218524791,23,NA
21864578,37,NA
218798626,57,NA
219081831#1,22,NA
219081832,9,NA
219098519,12,NA
219098520,12,NA
219201493#0,25,NA
219201493#1,25,NA
219201493#2,4,NA
219766267,35,NA
219766482#0,24,NA
219766482#1,17,NA
219766482#2,6,NA
219768329,50,NA
219768777#0,57,NA
219768777#1,16,NA
219786362#1,9,NA
219906008#0,18,30
219906008#1,15,NA
219927855,24,NA
220423347,6,NA
22042469#0,15,NA
22042469#1,10,NA
22042539#1,15,NA
22044872#0,51,NA
22044872#4,24,NA
22044872#6,100,NA
22045688,36,NA
22045988#0,13,NA
22045988#1,19,NA
22046116,23,NA
22046245#1,13,NA
22046245#2,13,NA
22046245#3,12,NA
22046245#5,15,NA
22046245#6,15,NA
22046866,21,NA
22047012,5,NA
22047165,20,NA
22047513#1,38,NA
22047751#1,11,NA
22047751#2,13,NA
22047751#3,14,NA
22047751#4,31,NA
22047751#5,13,NA
22047751#6,14,NA
22048109#0,58,NA
22048109#1,20,NA
22048109#2,13,NA
22048109#3,24,NA
22051133#0,12,NA
22051133#1,12,NA
22051133#2,29,NA
22056894,46,NA
22057175,48,NA
22060011,53,NA
22061888,69,NA
220647519,9,NA
220648313,6,NA
220690532#1,19,NA
220690532#2,10,NA
220777489,14,NA
220870851,20,NA
22091601#0,19,NA
22091601#1,8,NA
22093491,35,NA
220939827,10,NA
220939829#0,9,NA
220939836#0,8,NA
220939836#1,50,NA
220943169#1,14,NA
220943170,17,NA
22094404#0,21,NA
22094404#1,33,NA
22094534#0,27,23
22094534#1,47,20
22094600,33,NA
22094664,31,NA
22095059,38,9
22096317,13,NA
221237148,11,NA
221353107,38,NA
222389421,35,NA
22278142,30,NA
22278168,23,NA
22278401,10,NA
22278403,31,NA
22278618,9,NA
22278676,16,NA
22278710,66,NA
22278761#0,7,NA
22278761#1,25,NA
22278792,27,NA
22278793,19,NA
22280995#0,7,NA
22280995#1,7,NA
22281062#1,16,NA
22281282,15,NA
22281515,15,NA
22281659,18,NA
22281680,18,NA
222823202,21,NA
223063299,18,NA
223123497,17,NA
223136037,18,NA
223139860,31,NA
223162197#1,23,NA
223181594#0,22,NA
223181594#1,51,NA
223184044#0,5,NA
223184044#1,5,NA
223184044#2,12,NA
223184046,2,NA
223188529,69,NA
223189888,23,NA
223189891,21,NA
223288638,18,NA
223384912,37,NA
223513152,25,NA
223666035#0,30,NA
223666036,10,NA
223736071,72,NA
22375279,20,NA
22375280,53,NA
22375281#0,8,NA
22375281#1,19,NA
22375363,46,NA
22375365#0,19,NA
22375365#1,18,NA
22375365#2,15,NA
22375365#3,18,NA
22375563,15,NA
22375633#0,15,NA
22375633#1,23,NA
22375633#2,73,NA
22375634,89,NA
22381928#0,51,NA
22381928#1,30,NA
22381928#2,36,NA
22381928#3,22,NA
22381928#4,6,NA
22382210#0,15,NA
22382210#1,71,NA
22382211,44,NA
22382212,39,NA
22393167,28,NA
224282086,23,NA
224282087,4,NA
22444142#0,15,NA
22444142#1,14,NA
22444142#2,11,NA
22444145#0,25,NA
22444145#1,8,NA
224542783,28,NA
22457520#0,28,NA
22457520#1,28,NA
22457520#2,3,NA
22460612,28,NA
22460618,30,NA
22470616,17,NA
22470618,17,NA
224708644,9,NA
224708645,7,NA
224708646,6,NA
22475081,18,NA
22480711#0,14,NA
22480711#1,10,NA
22491297,23,NA
22491299#0,7,NA
22491299#1,7,NA
22491301,19,NA
22491494,5,NA
22491627,9,NA
22495016,18,NA
22495030#1,10,NA
22495047#1,10,NA
22495094#1,18,NA
22495096#0,10,NA
22495096#1,12,NA
22495096#2,24,NA
22495096#3,20,NA
225400578,58,NA
22566501#0,23,NA
22566501#1,53,NA
22567368#1,6,NA
22567370#0,39,NA
22567370#1,45,NA
22567370#2,18,NA
22567370#3,29,NA
225878745#0,8,NA
225878745#1,10,NA
225878745#2,10,NA
225878745#3,9,NA
225878745#4,14,9
225878745#5,15,NA
225878745#6,7,NA
225878745#7,20,NA
225886105#0,31,NA
225886105#1,59,NA
22604217,30,NA
226115274#0,31,NA
226115274#1,32,NA
226115274#3,26,NA
22617294,20,NA
22617295,16,NA
22617297#0,27,NA
22617297#1,13,NA
22617298#0,16,NA
22617298#1,22,NA
22617298#2,18,NA
22617300#1,51,NA
22617300#2,34,NA
22617301,39,NA
22617485,48,NA
22617486#0,19,NA
22617486#1,42,NA
22617487#0,14,NA
22617487#1,23,NA
22617491#0,44,NA
22617491#1,19,NA
22617491#2,28,NA
22617491#3,23,NA
22617491#4,30,NA
22617491#5,24,NA
22617496#0,15,NA
22617496#1,31,NA
22617496#3,16,NA
22617496#4,6,NA
22617499,18,NA
22650454#0,33,NA
22650454#1,10,NA
22650454#2,14,NA
22650454#3,24,NA
22650455#0,28,NA
22650455#1,24,NA
22650455#2,24,NA
22650455#3,20,NA
22650456#0,41,NA
22650456#1,33,NA
22650456#2,24,NA
22650456#3,26,NA
22650456#4,16,NA
22650456#5,15,NA
22650457#1,20,NA
22650460#0,17,NA
22650460#2,12,NA
22650460#3,15,NA
22650460#4,10,NA
22650460#5,8,NA
22650461#1,20,NA
22650461#2,30,NA
22650464#0,14,NA
22650464#1,10,NA
22650465,22,NA
22650466,25,NA
22650468,34,NA
22650469#0,30,NA
22650469#1,26,NA
22650469#2,29,NA
22650470#0,47,NA
22650470#1,38,NA
22650470#2,45,NA
22650470#3,12,NA
22650471#0,29,NA
22650471#1,28,NA
22650537#0,27,NA
22650537#1,18,NA
22650538#0,41,NA
22650538#1,21,NA
22650539,12,NA
22650540#0,19,NA
22650540#1,19,NA
22650540#2,21,NA
22650540#3,21,NA
22650540#4,23,NA
22650540#5,19,NA
22650540#6,20,NA
22650540#7,20,NA
22650541#0,28,NA
22650541#1,27,NA
22650542#1,12,NA
22650542#2,17,NA
22650542#3,23,NA
22650543#0,21,NA
22650543#1,20,NA
22650543#2,20,NA
22650543#3,29,NA
22650545#1,17,NA
22650545#2,17,NA
22650548#0,37,NA
22650548#1,20,NA
226837855#0,4,NA
226837855#1,10,NA
226837855#2,13,NA
226837855#3,9,NA
226837856,40,NA
226838404#0,22,NA
226838404#2,10,NA
226838404#3,4,NA
226838404#4,14,NA
226838404#5,11,NA
226869475#0,29,NA
226869475#1,4,NA
226869475#2,3,NA
226870067,4,NA
226870068#1,39,NA
22689570#1,19,NA
22689571,48,NA
22689572,28,NA
22689573,54,NA
22689574,55,NA
22689575#0,7,NA
22689575#1,7,NA
22689576,21,NA
22689577,19,NA
22689578,39,NA
22689579,23,NA
22689580,28,NA
22689581#0,23,NA
22689581#1,16,NA
22689582,33,NA
22689583,37,NA
22689585#0,41,NA
22689585#1,12,NA
22689588#0,14,NA
22689588#1,6,NA
22689588#2,6,NA
22689588#3,28,NA
22689588#4,13,NA
22689589,35,NA
22689590,12,NA
22689591,13,NA
22689592,8,NA
22689902,73,NA
22689904,26,NA
226947013#1,25,NA
226947013#2,11,NA
226947013#3,9,NA
226947013#4,9,NA
226947013#5,39,NA
226947013#7,22,NA
22696445#1,30,NA
22696495,20,NA
22696510,27,NA
22696511#0,38,NA
22696511#1,33,NA
22696511#2,15,NA
22697142,52,NA
22697233,27,NA
22697256,27,NA
22697352#0,9,NA
22697352#1,24,NA
22697352#2,30,NA
226981975#1,14,NA
226981977#1,5,NA
226981977#2,6,NA
226981977#3,12,NA
226981981#1,7,NA
226981981#2,4,NA
226981981#3,11,NA
22701543#1,3,NA
22701543#2,5,NA
22701543#3,3,NA
22701544,25,NA
22721670#0,23,NA
22721670#1,47,NA
22721670#2,14,NA
22721670#3,13,NA
22721670#4,16,NA
22721671#0,26,NA
22721671#1,32,NA
22721671#2,33,NA
22721673#0,55,NA
22721674#0,14,NA
22721674#1,12,NA
22721682#0,20,NA
22721682#1,16,NA
22723660#0,23,NA
22723660#1,15,NA
22723661,23,NA
22723664,11,NA
22723667,15,NA
22723668,13,NA
22723999#0,21,20
22723999#3,12,NA
22724000,29,NA
22724001#0,13,NA
22724001#2,25,NA
22724001#3,16,NA
22724001#4,26,NA
22724002,8,NA
22724003#0,61,NA
22724003#1,39,NA
22724004,9,NA
22724005,9,NA
22724006,11,NA
22724007,37,NA
22729317,18,NA
22730911#0,21,NA
22730911#1,21,NA
22730912,14,NA
22730922,35,NA
22730928,21,NA
22730931#0,18,NA
22730931#1,20,NA
22730931#2,23,NA
22731158,19,NA
22731160,55,NA
