Iteration	access_walk	bicycle	car	egress_walk	freight	pt	ride	transit_walk	walk
21	0.0	0.15775005749707038	0.3985477882793591	0.0	0.0014730201842096616	0.19866059205554765	0.089010940871108	0.0	0.15455760111270522
22	0.0	0.1575693524187101	0.4002234171877909	0.0	0.0014730201842096616	0.19768587981469515	0.089010940871108	0.0	0.1540373895234862
23	0.0	0.15638107963070452	0.4031585057332793	0.0	0.0014730201842096616	0.19561598528074997	0.089010940871108	0.0	0.15436046829994854
24	0.0	0.15592657897907106	0.40333373490017416	0.0	0.0014730201842096616	0.19677687851142822	0.089010940871108	0.0	0.15347884655400892
25	0.0	0.15723532181931682	0.4025671072950093	0.0	0.0014730201842096616	0.19748874700193847	0.089010940871108	0.0	0.1522248628284178
26	0.0	0.15760220788750287	0.4029942283893154	0.0	0.0014730201842096616	0.19638808879738032	0.089010940871108	0.0	0.15253151387048375
27	0.0	0.15847287781051156	0.40184976289303354	0.0	0.0014730201842096616	0.1955667020775608	0.089010940871108	0.0	0.15362669616357644
28	0.0	0.1578979071066379	0.4030544634154355	0.0	0.0014730201842096616	0.19542980429092421	0.089010940871108	0.0	0.15313386413168473
29	0.0	0.15701080944923282	0.402375450393718	0.0	0.0014730201842096616	0.19602120272919427	0.089010940871108	0.0	0.15410857637253722
30	0.0	0.1565946401778576	0.40252330000328557	0.0	0.0014730201842096616	0.19785015715865906	0.089010940871108	0.0	0.15254794160488014
31	0.0	0.15772267793974307	0.4021673657580304	0.0	0.0014730201842096616	0.19622928736488188	0.089010940871108	0.0	0.15339670788202697
32	0.0	0.15724079773078228	0.4012145571630398	0.0	0.0014730201842096616	0.19752160247073125	0.089010940871108	0.0	0.15353908158012902
33	0.0	0.15691771895431994	0.40189904609622273	0.0	0.0014730201842096616	0.19735184921530188	0.089010940871108	0.0	0.1533474246788378
34	0.0	0.15706556856388745	0.40136788268407275	0.0	0.0014730201842096616	0.19670021575091173	0.089010940871108	0.0	0.1543823719458104
35	0.0	0.1583469318468059	0.4008640988292501	0.0	0.0014730201842096616	0.19587882903109222	0.089010940871108	0.0	0.1544261792375341
36	0.0	0.1567424897874251	0.4013076476579527	0.0	0.0014730201842096616	0.19638261288591485	0.089010940871108	0.0	0.15508328861338969
37	0.0	0.1556965906975216	0.40214546211216856	0.0	0.0014730201842096616	0.19545718384825153	0.089010940871108	0.0	0.15621680228674062
38	0.0	0.15609085632303496	0.4009845688814903	0.0	0.0014730201842096616	0.19741208424142198	0.089010940871108	0.0	0.15502852949873505
39	0.0	0.15547755423890305	0.4021235584663067	0.0	0.0014730201842096616	0.19697948723565037	0.089010940871108	0.0	0.15493543900382217
40	0.0	0.1561729949950169	0.401559539585364	0.0	0.0014730201842096616	0.19596096770307417	0.089010940871108	0.0	0.15582253666122725
41	0.0	0.15588277168734735	0.3994732173170224	0.0	0.0014730201842096616	0.1969904390585813	0.089010940871108	0.0	0.15716961088173126
42	0.0	0.15575134981217623	0.3994458377596951	0.0	0.0014730201842096616	0.19626761874514012	0.089010940871108	0.0	0.15805123262767087
43	0.0	0.15592657897907106	0.39925965676986935	0.0	0.0014730201842096616	0.19608691366677983	0.089010940871108	0.0	0.1582428895289621
44	0.0	0.15615656726062052	0.3991939458322838	0.0	0.0014730201842096616	0.19662355299039525	0.089010940871108	0.0	0.15754197286138277
45	0.0	0.1560415731198458	0.40122003307450527	0.0	0.0014730201842096616	0.19637166106298393	0.089010940871108	0.0	0.15588277168734735
46	0.0	0.15569111478605613	0.39827946861755137	0.0	0.0014730201842096616	0.19678235442289368	0.089010940871108	0.0	0.15876310111818112
47	0.0	0.1558170607497618	0.3988270597640977	0.0	0.0014730201842096616	0.1959281122342814	0.089010940871108	0.0	0.15894380619654142
48	0.0	0.1540647690808135	0.39779211249712515	0.0	0.0014730201842096616	0.19852369426891106	0.089010940871108	0.0	0.15913546309783264
49	0.0	0.15502852949873505	0.3993089399730585	0.0	0.0014730201842096616	0.19650308293815505	0.089010940871108	0.0	0.1586754865347337
50	0.0	0.15605252494277672	0.3972445213505788	0.0	0.0014730201842096616	0.19640999244324217	0.089010940871108	0.0	0.15980900020808464
51	0.0	0.15642488692242823	0.3936577993407003	0.0	0.0014730201842096616	0.19774611484081525	0.089010940871108	0.0	0.1616872378407386
52	0.0	0.15585539213002003	0.39458870428982906	0.0	0.0014730201842096616	0.19753255429366218	0.089010940871108	0.0	0.1615393882311711
53	0.0	0.15558707246821232	0.3970747680951494	0.0	0.0014730201842096616	0.1967494989541009	0.089010940871108	0.0	0.16010469942721967
54	0.0	0.1544426069719305	0.39617124270334797	0.0	0.0014730201842096616	0.1967494989541009	0.089010940871108	0.0	0.162152690315303
55	0.0	0.15445903470632688	0.39584816392688565	0.0	0.0014730201842096616	0.19708352955349417	0.089010940871108	0.0	0.16212531075797568
56	0.0	0.1531064845743574	0.39710214765247676	0.0	0.0014730201842096616	0.19669473983944627	0.089010940871108	0.0	0.16261266687840192
57	0.0	0.1541852391330537	0.3962314777294681	0.0	0.0014730201842096616	0.1970178186159086	0.089010940871108	0.0	0.16208150346625197
58	0.0	0.15616204317208598	0.39571126614024904	0.0	0.0014730201842096616	0.19594453996867778	0.089010940871108	0.0	0.16169818966366953
59	0.0	0.15589372351027828	0.395048680852928	0.0	0.0014730201842096616	0.1970068667929777	0.089010940871108	0.0	0.1615667677884984
60	0.0	0.1565179774173411	0.3940137335859554	0.0	0.0014730201842096616	0.19581311809350666	0.089010940871108	0.0	0.16317120984787917
61	0.0	0.15476020983692737	0.3933401964757034	0.0	0.0014730201842096616	0.19673854713116998	0.089010940871108	0.0	0.16467708550088161
62	0.0	0.1569998576263019	0.3930390213451029	0.0	0.0014730201842096616	0.19615810051583085	0.089010940871108	0.0	0.16331905945744668
63	0.0	0.15622227819820608	0.3910567413946051	0.0	0.0014730201842096616	0.19791586809624462	0.089010940871108	0.0	0.1643211512556265
64	0.0	0.1564741701256174	0.3914674347545149	0.0	0.0014730201842096616	0.19781730168986628	0.089010940871108	0.0	0.16375713237468376
65	0.0	0.1548423485089093	0.3913141092334819	0.0	0.0014730201842096616	0.1982937059873616	0.089010940871108	0.0	0.16506587521492952
66	0.0	0.15503400541020051	0.38977537811168667	0.0	0.0014730201842096616	0.19923008684795585	0.089010940871108	0.0	0.16547656857483928
67	0.0	0.15646321830268647	0.39021892694038923	0.0	0.0014730201842096616	0.19659617343306793	0.089010940871108	0.0	0.1662377202685387
68	0.0	0.15603609720838033	0.3889813709491945	0.0	0.0014730201842096616	0.19684806536047925	0.089010940871108	0.0	0.16765050542662827
69	0.0	0.1566986824957014	0.38935920884031144	0.0	0.0014730201842096616	0.19736827694969827	0.089010940871108	0.0	0.16608987065897118
70	0.0	0.15817717859137653	0.3893865883976388	0.0	0.0014730201842096616	0.19694115585539212	0.089010940871108	0.0	0.16501111610027488
71	0.0	0.1576295874448302	0.3883406893077353	0.0	0.0014730201842096616	0.198381320570809	0.089010940871108	0.0	0.16516444162130786
72	0.0	0.15729555684543692	0.38907446144410734	0.0	0.0014730201842096616	0.19713281275668335	0.089010940871108	0.0	0.1660132078984547
73	0.0	0.15822098588310024	0.3895508657416027	0.0	0.0014730201842096616	0.19667283619358442	0.089010940871108	0.0	0.16507135112639498
74	0.0	0.15755840059577916	0.38871852719885225	0.0	0.0014730201842096616	0.19685901718341017	0.089010940871108	0.0	0.16638009396664075
75	0.0	0.15528042142614637	0.38932635337151866	0.0	0.0014730201842096616	0.19832656145615438	0.089010940871108	0.0	0.1665827026908629
76	0.0	0.1572517495537132	0.38722360336878076	0.0	0.0014730201842096616	0.19885224895683887	0.089010940871108	0.0	0.16618843706534953
77	0.0	0.15624418184406794	0.3890525577982455	0.0	0.0014730201842096616	0.19894533945175175	0.089010940871108	0.0	0.16527395985061713
78	0.0	0.15570754252045252	0.3893373051944496	0.0	0.0014730201842096616	0.19788301262745184	0.089010940871108	0.0	0.16658817860232836
79	0.0	0.15535708418666286	0.3893044497256568	0.0	0.0014730201842096616	0.1977242111949534	0.089010940871108	0.0	0.16713029383740924
80	0.0	0.15693414668871633	0.3883352133962698	0.0	0.0014730201842096616	0.19661807707892978	0.089010940871108	0.0	0.1676286017807664
81	0.0	0.1585550164824935	0.3854603598769015	0.0	0.0014730201842096616	0.19814585637779408	0.089010940871108	0.0	0.16735480620749324
82	0.0	0.15773910567413946	0.38746454347326115	0.0	0.0014730201842096616	0.197483271090473	0.089010940871108	0.0	0.16682911870680875
83	0.0	0.15710937585561116	0.3861777042788772	0.0	0.0014730201842096616	0.19814585637779408	0.089010940871108	0.0	0.16808310243239988
84	0.0	0.15675344161035604	0.38738240480127917	0.0	0.0014730201842096616	0.19791039218477915	0.089010940871108	0.0	0.16746980034826797
85	0.0	0.15501757767580412	0.3885049666516992	0.0	0.0014730201842096616	0.19857297747210023	0.089010940871108	0.0	0.1674205171450788
86	0.0	0.1553954155669211	0.3866650603993035	0.0	0.0014730201842096616	0.19756540976245496	0.089010940871108	0.0	0.16989015321600281
87	0.0	0.15691771895431994	0.3864076925604267	0.0	0.0014730201842096616	0.1973189937465091	0.089010940871108	0.0	0.16887163368342661
88	0.0	0.15607990450010403	0.3867855304515437	0.0	0.0014730201842096616	0.19882486939951155	0.089010940871108	0.0	0.1678257345935231
89	0.0	0.15580610892683086	0.387190747899988	0.0	0.0014730201842096616	0.19731351783504364	0.089010940871108	0.0	0.16920566428281988
90	0.0	0.15621132637527516	0.38578343865336384	0.0	0.0014730201842096616	0.19879748984218423	0.089010940871108	0.0	0.1687237840738591
91	0.0	0.15119539147291067	0.40470818867800545	0.0	0.0014730201842096616	0.19418677238826404	0.089010940871108	0.0	0.1594256864055022
92	0.0	0.15116801191558335	0.4046589054748163	0.0	0.0014730201842096616	0.19436747746662433	0.089010940871108	0.0	0.1593216440876584
93	0.0	0.15106396959773954	0.4047355682353328	0.0	0.0014730201842096616	0.19441128475834804	0.089010940871108	0.0	0.159305216353262
94	0.0	0.15085040905058647	0.40482318281878016	0.0	0.0014730201842096616	0.19443866431567536	0.089010940871108	0.0	0.15940378275964034
95	0.0	0.15085040905058647	0.40482865873024565	0.0	0.0014730201842096616	0.1944167606698135	0.089010940871108	0.0	0.15942021049403673
96	0.0	0.15086683678498286	0.40481223099584923	0.0	0.0014730201842096616	0.19433462199783155	0.089010940871108	0.0	0.1595023491660187
97	0.0	0.1507573185556736	0.40494365287102035	0.0	0.0014730201842096616	0.19429081470610784	0.089010940871108	0.0	0.15952425281188054
98	0.0	0.1506642280607607	0.40509697839205333	0.0	0.0014730201842096616	0.194268911060246	0.089010940871108	0.0	0.1594859214316223
99	0.0	0.15046161933653857	0.4052119725328281	0.0	0.0014730201842096616	0.1942524833258496	0.089010940871108	0.0	0.1595899637494661
100	0.0	0.15023710696645456	0.4052995871162755	0.0	0.0014730201842096616	0.19430176652903877	0.089010940871108	0.0	0.15967757833291352
